time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_layer3_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,d_skin_blood_flow_dt_L_m2_h_s,tau_blood_flow_s,alpha_skin,d_alpha_skin_dt_1_s,C_core_J_K,C_skin_J_K,q_cs_W_m2,q_res_lat_W_m2,q_res_sens_W_m2,q_res_total_W_m2,q_s1_W_m2,q_12_W_m2,q_23_W_m2,q_3inf_W_m2,h_in_W_m2K,h_nat_W_m2K,h_forced_W_m2K,h_out_W_m2K,wind_speed_m_s,metabolic_rate_W_m2,c_eff_pcm_J_kgK,pcm_phase_fraction,pcm_latent_released_J,dm_core_to_skin_kg_s,enthalpy_mass_transfer_W,energy_balance_residual_J
10645,35.6210584046,19.676346448,-27.8367302123,-29.4170994738,-30.5692689389,0.786337520286,0.793026955527,-3.86672557303e-05,173,0.582371159195,1.51645049609e-05,87451.4792647,121948.520735,98.8937330907,9.4116,9.6348,19.0464,186.218398438,186.355681699,186.446256323,186.521115348,4,4.17074172774,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000909870297651,113.112795116,-1.89364227466
10650,35.6187021283,19.6725076939,-27.8375152269,-29.4177827033,-30.5698778598,0.786149184126,0.79283369049,-3.86387651134e-05,173,0.582446964408,1.51575815711e-05,87435.605653,121964.394347,98.8993436659,9.4116,9.6348,19.0464,186.206429891,186.3436793,186.434231564,186.509072102,4,4.17067440228,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000909454894266,113.053674393,-1.89364227094
10655,35.6163448946,19.668669875,-27.838300048,-29.4184657643,-30.5704866304,0.785960984006,0.792640567815,-3.86103110324e-05,173,0.582522735021,1.51506649071e-05,87419.7392865,121980.260713,98.9049444781,9.4116,9.6348,19.0464,186.194464251,186.331679838,186.422209763,186.497031829,4,4.17060709017,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000909039894425,112.994607626,-1.89364227187
10660,35.6139867043,19.6648329903,-27.8390846757,-29.4191486567,-30.5710952508,0.785772919757,0.792447587319,-3.85818934226e-05,173,0.582598471068,1.51437549594e-05,87403.8801583,121996.119842,98.910535536,9.4116,9.6348,19.0464,186.182501515,186.31968331,186.410190916,186.484994527,4,4.17053979142,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000908625297566,112.935594741,-1.89364227187
10665,35.6116275581,19.6609970391,-27.8398691103,-29.4198313809,-30.5717037212,0.785584991206,0.79225474882,-3.85535122193e-05,173,0.582674172582,1.51368517188e-05,87388.0282613,122011.971739,98.9161168482,9.4116,9.6348,19.0464,186.170541681,186.307689713,186.39817502,186.472960193,4,4.170472506,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000908211103131,112.876635665,-1.8936422714
10670,35.6092674569,19.6571620205,-27.8406533519,-29.4205139369,-30.5723120416,0.785397198183,0.792062052136,-3.8525167358e-05,173,0.582749839597,1.5129955176e-05,87372.1835885,122027.816412,98.9216884231,9.4116,9.6348,19.0464,186.158584745,186.295699046,186.386162073,186.460928825,4,4.17040523391,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000907797310558,112.817730327,-1.8936422714
10675,35.6069064015,19.6533279337,-27.8414374006,-29.4211963249,-30.5729202122,0.785209540518,0.791869497086,-3.84968587743e-05,173,0.582825472145,1.51230653215e-05,87356.3461328,122043.653867,98.9272502693,9.4116,9.6348,19.0464,186.146630705,186.283711305,186.374152073,186.448900419,4,4.17033797512,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000907383919291,112.758878653,-1.8936422714
10680,35.6045443925,19.6494947779,-27.8422212567,-29.4218785451,-30.5735282331,0.78502201804,0.791677083488,-3.8468586404e-05,173,0.582901070261,1.51161821462e-05,87340.5158873,122059.484113,98.9328023953,9.4116,9.6348,19.0464,186.134679559,186.271726487,186.362145016,186.436874973,4,4.17027072964,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000906970928772,112.70008057,-1.89364227001
10685,35.6021814307,19.6456625523,-27.8430049204,-29.4225605975,-30.5741361046,0.78483463058,0.791484811162,-3.8440350183e-05,173,0.582976633978,1.51093056408e-05,87324.6928451,122075.307155,98.9383448096,9.4116,9.6348,19.0464,186.122731305,186.259744591,186.3501409,186.424852485,4,4.17020349744,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000906558338445,112.641336006,-1.89364227094
10690,35.599817517,19.6418312559,-27.8437883917,-29.4232424824,-30.5747438266,0.784647377968,0.791292679926,-3.84121500472e-05,173,0.583052163329,1.51024357959e-05,87308.876999,122091.123001,98.9438775208,9.4116,9.6348,19.0464,186.110785939,186.247765614,186.338139722,186.412832951,4,4.17013627851,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000906146147754,112.582644888,-1.89364227001
10695,35.5974526521,19.6380008881,-27.8445716709,-29.4239241999,-30.5753513993,0.784460260035,0.791100689601,-3.83839859329e-05,173,0.583127658347,1.50955726024e-05,87293.0683422,122106.931658,98.9494005373,9.4116,9.6348,19.0464,186.098843459,186.235789552,186.326141481,186.40081637,4,4.17006907285,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000905734356146,112.524007145,-1.89364227094
10700,35.5950868367,19.6341714479,-27.8453547581,-29.4246057501,-30.5759588229,0.784273276612,0.790908840007,-3.83558577764e-05,173,0.583203119066,1.50887160511e-05,87277.2668677,122122.733132,98.9549138677,9.4116,9.6348,19.0464,186.086903862,186.223816404,186.314146172,186.388802738,4,4.17000188043,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000905322963066,112.465422705,-1.89364227047
10705,35.5927200717,19.6303429346,-27.8461376535,-29.4252871333,-30.5765660976,0.78408642753,0.790717130964,-3.83277655143e-05,173,0.583278545518,1.50818661327e-05,87261.4725685,122138.527432,98.9604175203,9.4116,9.6348,19.0464,186.074967147,186.211846167,186.302153794,186.376792053,4,4.16993470125,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000904911967963,112.406891495,-1.89364226954
10710,35.5903523577,19.6265153474,-27.8469203573,-29.4259683494,-30.5771732233,0.783899712621,0.790525562292,-3.8299709083e-05,173,0.583353937738,1.50750228381e-05,87245.6854377,122154.314562,98.9659115038,9.4116,9.6348,19.0464,186.063033309,186.199878838,186.290164344,186.364784312,4,4.16986753529,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000904501370285,112.348413443,-1.89364227047
10715,35.5879836956,19.6226886853,-27.8477028697,-29.4266493988,-30.5777802003,0.783713131717,0.790334133813,-3.82716884193e-05,173,0.583429295758,1.5068186158e-05,87229.9054683,122170.094532,98.9713958266,9.4116,9.6348,19.0464,186.051102348,186.187914415,186.27817782,186.352779513,4,4.16980038254,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000904091169482,112.289988478,-1.89364227094
10720,35.5856140861,19.6188629477,-27.8484851907,-29.4273302815,-30.5783870288,0.78352668465,0.790142845348,-3.82437034602e-05,173,0.583504619611,1.50613560834e-05,87214.1326535,122185.867346,98.9768704971,9.4116,9.6348,19.0464,186.03917426,186.175952894,186.266194218,186.340777653,4,4.16973324299,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000903681365004,112.231616528,-1.89364227187
10725,35.58324353,19.6150381336,-27.8492673207,-29.4280109976,-30.5789937087,0.783340371253,0.789951696719,-3.82157541427e-05,173,0.58357990933,1.5054532605e-05,87198.3669864,122201.633014,98.9823355239,9.4116,9.6348,19.0464,186.027249043,186.163994274,186.254213536,186.328778729,4,4.16966611662,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000903271956302,112.173297522,-1.89364227094
10730,35.5808720281,19.6112142423,-27.8500492597,-29.4286915474,-30.5796002403,0.783154191358,0.789760687748,-3.81878404038e-05,173,0.583655164948,1.50477157138e-05,87182.60846,122217.39154,98.9877909153,9.4116,9.6348,19.0464,186.015326694,186.152038553,186.242235772,186.316782739,4,4.16959900342,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000902862942829,112.115031389,-1.89364227327
10735,35.5784995811,19.6073912729,-27.850831008,-29.429371931,-30.5802066238,0.782968144799,0.789569818256,-3.81599621811e-05,173,0.583730386498,1.50409054007e-05,87166.8570674,122233.142933,98.9932366798,9.4116,9.6348,19.0464,186.00340721,186.140085726,186.230260923,186.304789681,4,4.16953190338,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000902454324039,112.056818056,-1.8936422728
10740,35.5761261897,19.6035692247,-27.8516125656,-29.4300521485,-30.5808128591,0.782782231409,0.789379088067,-3.81321194118e-05,173,0.583805574013,1.50341016564e-05,87151.1128018,122248.887198,98.9986728259,9.4116,9.6348,19.0464,185.99149059,186.128135792,186.218288986,186.292799551,4,4.16946481649,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000902046099386,111.998657454,-1.89364227233
10745,35.5737518548,19.5997480968,-27.8523939328,-29.4307322001,-30.5814189465,0.782596451021,0.789188497003,-3.81043120337e-05,173,0.583880727525,1.50273044721e-05,87135.3756562,122264.624344,99.004099362,9.4116,9.6348,19.0464,185.979576831,186.116188749,186.206319959,186.280812347,4,4.16939774274,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000901638268325,111.94054951,-1.89364227187
10750,35.5713765771,19.5959278884,-27.8531751098,-29.431412086,-30.5820248861,0.78241080347,0.788998044888,-3.80765399843e-05,173,0.583955847068,1.50205138385e-05,87119.6456239,122280.354376,99.0095162966,9.4116,9.6348,19.0464,185.967665929,186.104244593,186.194353839,186.268828066,4,4.1693306821,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000901230830312,111.882494155,-1.8936422714
10755,35.5690003574,19.5921085987,-27.8539560966,-29.4320918062,-30.582630678,0.78222528859,0.788807731544,-3.80488032016e-05,173,0.584030932674,1.50137297467e-05,87103.922698,122296.077302,99.014923638,9.4116,9.6348,19.0464,185.955757883,186.092303322,186.182390624,186.256846706,4,4.16926363457,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000900823784804,111.824491318,-1.89364227187
10760,35.5666231964,19.5882902268,-27.8547368935,-29.4327713609,-30.5832363224,0.782039906216,0.788617556797,-3.80211016236e-05,173,0.584105984377,1.50069521877e-05,87088.2068715,122311.793128,99.0203213947,9.4116,9.6348,19.0464,185.943852691,186.080364934,186.170430311,186.244868264,4,4.16919660014,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00090041713126,111.766540927,-1.8936422714
10765,35.5642450949,19.584472772,-27.8555175007,-29.4334507503,-30.5838418193,0.781854656182,0.788427520469,-3.79934351884e-05,173,0.584181002207,1.50001811523e-05,87072.4981378,122327.501862,99.025709575,9.4116,9.6348,19.0464,185.931950349,186.068429426,186.158472897,186.232892738,4,4.1691295788,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000900010869139,111.708642912,-1.8936422714
10770,35.5618660537,19.5806562335,-27.8562979183,-29.4341299745,-30.584447169,0.781669538323,0.788237622387,-3.79658038344e-05,173,0.584255986199,1.49934166317e-05,87056.7964899,122343.20351,99.0310881874,9.4116,9.6348,19.0464,185.920050854,186.056496796,186.14651838,186.220920125,4,4.16906257052,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0008996049979,111.650797204,-1.8936422714
10775,35.5594860735,19.5768406105,-27.8570781465,-29.4348090336,-30.5850523715,0.781484552475,0.788047862373,-3.79382074998e-05,173,0.584330936384,1.49866586167e-05,87041.1019211,122358.898079,99.0364572404,9.4116,9.6348,19.0464,185.908154206,186.04456704,186.134566758,186.208950422,4,4.16899557531,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000899199517005,111.593003731,-1.89364227187
10780,35.5571051551,19.5730259021,-27.8578581854,-29.4354879279,-30.585657427,0.781299698474,0.787858240253,-3.79106461233e-05,173,0.584405852796,1.49799070986e-05,87025.4144245,122374.585575,99.0418167421,9.4116,9.6348,19.0464,185.8962604,186.032640157,186.122618027,186.196983627,4,4.16892859314,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000898794425915,111.535262423,-1.89364227047
10785,35.5547232992,19.5692121075,-27.8586380352,-29.4361666574,-30.5862623356,0.781114976155,0.787668755853,-3.78831196435e-05,173,0.584480735466,1.49731620682e-05,87009.7339934,122390.266007,99.0471667012,9.4116,9.6348,19.0464,185.884369435,186.020716143,186.110672186,186.185019737,4,4.168861624,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000898389724093,111.477573212,-1.89364226907
10790,35.5523405066,19.565399226,-27.8594176961,-29.4368452223,-30.5868670974,0.780930385355,0.787479408999,-3.78556279993e-05,173,0.584555584427,1.49664235167e-05,86994.0606209,122405.939379,99.0525071258,9.4116,9.6348,19.0464,185.872481308,186.008794997,186.098729232,186.17305875,4,4.16879466789,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000897985411003,111.419936026,-1.89364226907
10795,35.5499567781,19.5615872567,-27.8601971682,-29.4375236228,-30.5874717126,0.78074592591,0.787290199515,-3.78281711296e-05,173,0.584630399712,1.49596914352e-05,86978.3943003,122421.6057,99.0578380245,9.4116,9.6348,19.0464,185.860596017,185.996876716,186.086789161,186.161100663,4,4.16872772479,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00089758148611,111.362350796,-1.89364226861
10800,35.5475721145,19.5577761988,-27.8609764518,-29.4382018589,-30.5880761813,0.780561597657,0.78710112723,-3.78007489736e-05,173,0.584705181353,1.49529658146e-05,86962.7350248,122437.264975,99.0631594055,9.4116,9.6348,19.0464,185.848713559,185.984961297,186.074851972,186.149145474,4,4.16866079468,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000897177948879,111.304817452,-1.89364227047
10805,35.5451865164,19.5539660516,-27.861755547,-29.4388799309,-30.5886805037,0.780377400434,0.786912191968,-3.77733614703e-05,173,0.584779929381,1.49462466463e-05,86947.0827876,122452.917212,99.0684712772,9.4116,9.6348,19.0464,185.836833931,185.973048738,186.062917662,186.13719318,4,4.16859387756,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000896774798777,111.247335925,-1.89364226721
10810,35.5427999846,19.5501568141,-27.8625344539,-29.4395578388,-30.5892846797,0.780193334077,0.786723393557,-3.77460085593e-05,173,0.58485464383,1.49395339212e-05,86931.4375821,122468.562418,99.073773648,9.4116,9.6348,19.0464,185.824957131,185.961139036,186.050986229,186.125243778,4,4.16852697341,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000896372035271,111.189906145,-1.89364226768
10815,35.54041252,19.5463484857,-27.8633131727,-29.4402355829,-30.5898887097,0.780009398424,0.786534731825,-3.77186901799e-05,173,0.584929324731,1.49328276305e-05,86915.7994013,122484.200599,99.0790665262,9.4116,9.6348,19.0464,185.813083157,185.949232188,186.039057669,186.113297265,4,4.16846008222,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000895969657829,111.132528044,-1.89364226768
10820,35.5380241233,19.5425410655,-27.8640917036,-29.4409131633,-30.5904925937,0.779825593313,0.786346206598,-3.76914062718e-05,173,0.585003972117,1.49261277653e-05,86900.1682388,122499.831761,99.0843499202,9.4116,9.6348,19.0464,185.801212006,185.937328193,186.027131981,186.101353641,4,4.16839320397,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000895567665921,111.075201551,-1.89364226814
10825,35.5356347951,19.5387345528,-27.8648700468,-29.4415905801,-30.5910963318,0.779641918583,0.786157817705,-3.76641567748e-05,173,0.585078586019,1.49194343169e-05,86884.5440876,122515.455912,99.0896238382,9.4116,9.6348,19.0464,185.789343675,185.925427047,186.015209162,186.0894129,4,4.16832633866,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000895166059017,111.017926598,-1.89364226721
10830,35.5332445364,19.5349289466,-27.8656482024,-29.4422678334,-30.5916999242,0.779458374071,0.785969564973,-3.76369416287e-05,173,0.585153166471,1.49127472765e-05,86868.9269411,122531.073059,99.0948882886,9.4116,9.6348,19.0464,185.777478163,185.913528749,186.003289209,186.077475042,4,4.16825948628,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000894764836588,110.960703116,-1.89364226535
10835,35.5308533478,19.5311242463,-27.8664261705,-29.4429449235,-30.592303371,0.779274959617,0.785781448231,-3.76097607736e-05,173,0.585227713503,1.49060666351e-05,86853.3167925,122546.683207,99.1001432798,9.4116,9.6348,19.0464,185.765615467,185.901633295,185.991372119,186.065540064,4,4.1681926468,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000894363998106,110.903531036,-1.89364226442
10840,35.52846123,19.5273204511,-27.8672039514,-29.4436218504,-30.5929066724,0.77909167506,0.785593467308,-3.75826141496e-05,173,0.585302227148,1.48993923841e-05,86837.7136353,122562.286365,99.1053888199,9.4116,9.6348,19.0464,185.753755583,185.889740684,185.979457892,186.053607963,4,4.16812582022,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000893963543044,110.84641029,-1.89364226675
10845,35.526068184,19.52351756,-27.8679815452,-29.4442986142,-30.5935098284,0.778908520239,0.785405622033,-3.7555501697e-05,173,0.585376707437,1.48927245146e-05,86822.1174627,122577.882537,99.1106249174,9.4116,9.6348,19.0464,185.741898511,185.877850912,185.967546522,186.041678736,4,4.16805900653,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000893563470876,110.789340808,-1.89364226628
10850,35.5236742103,19.5197155724,-27.8687589521,-29.4449752153,-30.5941128392,0.778725494994,0.785217912234,-3.75284233563e-05,173,0.585451154403,1.48860630179e-05,86806.5282679,122593.471732,99.1158515805,9.4116,9.6348,19.0464,185.730044246,185.865963977,185.955638009,186.029752381,4,4.16799220571,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000893163781077,110.732322522,-1.89364226628
10855,35.5212793099,19.5159144875,-27.8695361723,-29.4456516536,-30.5947157049,0.778542599164,0.785030337743,-3.75013790679e-05,173,0.585525568078,1.48794078854e-05,86790.9460445,122609.053956,99.1210688176,9.4116,9.6348,19.0464,185.718192788,185.854079877,185.94373235,186.017828896,4,4.16792541776,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000892764473122,110.675355365,-1.89364226488
10860,35.5188834833,19.5121143044,-27.8703132058,-29.4463279293,-30.5953184256,0.778359832589,0.784842898387,-3.74743687726e-05,173,0.585599948493,1.48727591081e-05,86775.3707856,122624.629214,99.1262766368,9.4116,9.6348,19.0464,185.706344132,185.842198609,185.931829542,186.005908277,4,4.16785864265,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000892365546487,110.618439267,-1.89364226442
10865,35.5164867314,19.5083150224,-27.8710900529,-29.4470040426,-30.5959210015,0.778177195111,0.784655593998,-3.74473924111e-05,173,0.58567429568,1.48661166775e-05,86759.8024847,122640.197515,99.1314750465,9.4116,9.6348,19.0464,185.694498278,185.83032017,185.919929583,185.993990523,4,4.16779188038,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000891967000651,110.561574161,-1.89364226256
10870,35.514089055,19.5045166407,-27.8718667138,-29.4476799936,-30.5965234327,0.77799468657,0.784468424407,-3.74204499244e-05,173,0.58574860967,1.48594805849e-05,86744.2411351,122655.758865,99.1366640549,9.4116,9.6348,19.0464,185.682655222,185.818444559,185.908032469,185.982075631,4,4.16772513093,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000891568835092,110.504759978,-1.89364226395
10875,35.5116904548,19.5007191584,-27.8726431886,-29.4483557825,-30.5971257194,0.777812306806,0.784281389443,-3.73935412536e-05,173,0.585822890496,1.48528508215e-05,86728.6867301,122671.31327,99.1418436704,9.4116,9.6348,19.0464,185.670814962,185.806571773,185.8961382,185.970163599,4,4.1676583943,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000891171049288,110.447996652,-1.89364226256
10880,35.5092909315,19.4969225748,-27.8734194774,-29.4490314094,-30.5977278616,0.777630055661,0.784094488938,-3.73666663398e-05,173,0.585897138189,1.48462273787e-05,86713.1392632,122686.860737,99.1470139011,9.4116,9.6348,19.0464,185.658977496,185.794701808,185.884246771,185.958254423,4,4.16759167046,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000890773642721,110.391284113,-1.89364226256
10885,35.5068904859,19.4931268892,-27.8741955804,-29.4497068744,-30.5983298595,0.777447932977,0.783907722723,-3.73398251244e-05,173,0.58597135278,1.48396102478e-05,86697.5987278,122702.401272,99.1521747553,9.4116,9.6348,19.0464,185.64714282,185.782834664,185.872358182,185.946348101,4,4.16752495942,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00089037661487,110.334622294,-1.89364226209
10890,35.5044891188,19.4893321007,-27.8749714979,-29.4503821777,-30.5989317132,0.777265938594,0.78372109063,-3.73130175488e-05,173,0.586045534302,1.48329994203e-05,86682.0651172,122717.934883,99.1573262413,9.4116,9.6348,19.0464,185.635310934,185.770970336,185.860472428,185.934444631,4,4.16745826115,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000889979965219,110.278011129,-1.89364226302
10895,35.5020868309,19.4855382085,-27.8757472299,-29.4510573194,-30.5995334228,0.777084072357,0.783534592492,-3.72862435547e-05,173,0.586119682785,1.48263948875e-05,86666.5384248,122733.461575,99.1624683673,9.4116,9.6348,19.0464,185.623481833,185.759108824,185.848589508,185.92254401,4,4.16739157564,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000889583693249,110.221450548,-1.89364226116
10900,35.4996836229,19.4817452119,-27.8765227766,-29.4517322997,-30.6001349885,0.776902334106,0.783348228139,-3.72595030836e-05,173,0.586193798261,1.48197966407e-05,86651.0186441,122748.981356,99.1676011416,9.4116,9.6348,19.0464,185.611655517,185.747250124,185.836709419,185.910646237,4,4.16732490289,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000889187798445,110.164940486,-1.89364226302
10905,35.4972794957,19.47795311,-27.8772981382,-29.4524071187,-30.6007364104,0.776720723684,0.783161997405,-3.72327960775e-05,173,0.586267880762,1.48132046715e-05,86635.5057685,122764.494232,99.1727245723,9.4116,9.6348,19.0464,185.599831982,185.735394233,185.824832159,185.898751307,4,4.16725824287,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000888792280291,110.108480875,-1.89364226023
10910,35.4948744499,19.4741619022,-27.8780733148,-29.4530817766,-30.6013376886,0.776539240934,0.782975900123,-3.72061224783e-05,173,0.586341930318,1.48066189712e-05,86619.9997913,122780.000209,99.1778386676,9.4116,9.6348,19.0464,185.588011225,185.72354115,185.812957725,185.886859219,4,4.16719159559,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000888397138272,110.052071647,-1.89364226162
10915,35.4924684864,19.4703715875,-27.8788483067,-29.4537562734,-30.6019388233,0.776357885699,0.782789936125,-3.71794822281e-05,173,0.586415946962,1.48000395313e-05,86604.5007061,122795.499294,99.1829434359,9.4116,9.6348,19.0464,185.576193245,185.711690872,185.801086115,185.874969971,4,4.16712496101,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000888002371876,109.995712737,-1.89364226023
10920,35.4900616058,19.4665821653,-27.8796231139,-29.4544306094,-30.6025398145,0.776176657823,0.782604105245,-3.71528752691e-05,173,0.586489930724,1.47934663431e-05,86589.0085064,122810.991494,99.1880388853,9.4116,9.6348,19.0464,185.56437804,185.699843397,185.789217326,185.863083559,4,4.16705833915,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000887607980589,109.939404076,-1.89364226023
10925,35.487653809,19.4627936347,-27.8803977367,-29.4551047847,-30.6031406624,0.77599555715,0.782418407317,-3.71263015437e-05,173,0.586563881636,1.47868993983e-05,86573.5231854,122826.476815,99.1931250239,9.4116,9.6348,19.0464,185.552565605,185.687998721,185.777351356,185.851199981,4,4.16699172997,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000887213963899,109.883145599,-1.89364226162
10930,35.4852450966,19.459005995,-27.8811721751,-29.4557787993,-30.6037413672,0.775814583522,0.782232842174,-3.70997609942e-05,173,0.586637799729,1.47803386883e-05,86558.0447368,122841.955263,99.19820186,9.4116,9.6348,19.0464,185.54075594,185.676156843,185.765488202,185.839319235,4,4.16692513347,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000886820321295,109.826937238,-1.89364226209
10935,35.4828354695,19.4552192453,-27.8819464294,-29.4564526536,-30.6043419289,0.775633736785,0.782047409651,-3.70732535634e-05,173,0.586711685033,1.47737842045e-05,86542.5731541,122857.426846,99.2032694018,9.4116,9.6348,19.0464,185.528949042,185.66431776,185.753627861,185.827441319,4,4.16685854964,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000886427052268,109.770778927,-1.89364226116
10940,35.4804249283,19.451433385,-27.8827204998,-29.4571263475,-30.6049423476,0.775453016783,0.781862109583,-3.7046779194e-05,173,0.586785537581,1.47672359385e-05,86527.1084306,122872.891569,99.2083276575,9.4116,9.6348,19.0464,185.517144909,185.65248147,185.741770333,185.815566229,4,4.16679197846,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000886034156308,109.7146706,-1.89364226209
10945,35.4780134739,19.4476484132,-27.8834943863,-29.4577998813,-30.6055426236,0.77527242336,0.781676941804,-3.70203378286e-05,173,0.586859357403,1.47606938818e-05,86511.6505598,122888.34944,99.2133766352,9.4116,9.6348,19.0464,185.505343537,185.64064797,185.729915613,185.803693963,4,4.16672541993,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000885641632906,109.658612191,-1.89364226162
