time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_layer3_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,d_skin_blood_flow_dt_L_m2_h_s,tau_blood_flow_s,alpha_skin,d_alpha_skin_dt_1_s,C_core_J_K,C_skin_J_K,q_cs_W_m2,q_res_lat_W_m2,q_res_sens_W_m2,q_res_total_W_m2,q_s1_W_m2,q_12_W_m2,q_23_W_m2,q_3inf_W_m2,h_in_W_m2K,h_nat_W_m2K,h_forced_W_m2K,h_out_W_m2K,wind_speed_m_s,metabolic_rate_W_m2,c_eff_pcm_J_kgK,pcm_phase_fraction,pcm_latent_released_J,dm_core_to_skin_kg_s,enthalpy_mass_transfer_W,energy_balance_residual_J
1860,37.4841942483,29.5537460454,-25.8029249212,-27.6458666878,-28.9902749123,2.0500291874,2.18792203503,-0.000797068483417,173,0.310469049032,7.72240940067e-05,144387.781133,65012.2188672,62.052214868,9.4116,9.6348,19.0464,216.959863154,217.317988667,217.554698359,217.750478697,4,4.33531916626,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0046334456404,606.146607719,-1.8936446514
1865,37.4848740241,29.5439324426,-25.8049716666,-27.6476512993,-28.9918665827,2.04676116409,2.18394692475,-0.000792981275458,173,0.310854730969,7.70488187676e-05,144307.019335,65092.9806649,62.0976094734,9.4116,9.6348,19.0464,216.929422445,217.287078083,217.523476252,217.718998621,4,4.33516246904,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00462292912606,604.781806536,-1.89364464243
1870,37.4855515816,29.5341312746,-25.807015729,-27.6494335643,-28.9934561577,2.04350766473,2.17999216613,-0.000788927753783,173,0.311239538591,7.68743668622e-05,144226.440619,65173.559381,62.142980738,9.4116,9.6348,19.0464,216.899019956,217.256207174,217.492294788,217.687559988,4,4.33500596115,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00461246201173,603.423382479,-1.89364463207
1875,37.4862269186,29.5243425034,-25.8090571166,-27.65121349,-28.9950436437,2.04026858789,2.1760575917,-0.000784907536469,173,0.311623476,7.67007321136e-05,144146.044126,65253.9558743,62.1883283395,9.4116,9.6348,19.0464,216.868655571,217.22537582,217.46115384,217.656162668,4,4.33484964201,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00460204392681,602.071287625,-1.8936446259
1880,37.4869000331,29.5145660908,-25.8110958379,-27.6529910837,-28.9966290474,2.03704383314,2.17214303589,-0.000780920247103,173,0.312006547264,7.65279084098e-05,144065.829003,65334.1709971,62.2336519615,9.4116,9.6348,19.0464,216.838329173,217.194583899,217.430053284,217.624806535,4,4.33469351104,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00459167450459,600.725474553,-1.89364462078
1885,37.4875709234,29.5048019991,-25.813131901,-27.6547663526,-28.9982123751,2.03383330093,2.16824833497,-0.000776965514685,173,0.312388756425,7.63558897033e-05,143985.794405,65414.2055955,62.2789512933,9.4116,9.6348,19.0464,216.808040646,217.163831288,217.398992995,217.59349146,4,4.33453756768,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0045813533822,599.385896343,-1.89364461054
1890,37.4882395874,29.4950501907,-25.8151653142,-27.6565393039,-28.9997936333,2.03063689267,2.16437332709,-0.000773042973532,173,0.312770107493,7.61846700096e-05,143905.939491,65494.060509,62.3242260296,9.4116,9.6348,19.0464,216.777789875,217.133117869,217.367972848,217.562217316,4,4.33438181135,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00457108020058,598.052506566,-1.89364460541
1895,37.4889060232,29.4853106278,-25.8171960855,-27.6583099448,-29.0013728283,2.02745451065,2.16051785219,-0.000769152263188,173,0.313150604447,7.60142434066e-05,143826.263429,65573.7365713,62.369475871,9.4116,9.6348,19.0464,216.747576744,217.102443519,217.33699272,217.530983977,4,4.33422624148,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0045608546044,596.725259278,-1.89364459726
1900,37.4895702291,29.4755832731,-25.8192242233,-27.6600782824,-29.0029499666,2.0242860581,2.156681752,-0.000765293028334,173,0.313530251239,7.5844604034e-05,143746.765391,65653.2346095,62.4147005231,9.4116,9.6348,19.0464,216.717401139,217.071808119,217.306052488,217.499791317,4,4.3340708575,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00455067624204,595.404109015,-1.89364459005
1905,37.4902322031,29.4658680894,-25.8212497357,-27.6618443238,-29.0045250545,2.02113143909,2.15286487003,-0.000761464918695,173,0.31390905179,7.56757460922e-05,143667.444555,65732.5554448,62.459899697,9.4116,9.6348,19.0464,216.687262945,217.04121155,217.275152027,217.468639208,4,4.33391565885,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00454054476553,594.089010784,-1.89364458225
1910,37.4908919435,29.4561650394,-25.8232726306,-27.6636080761,-29.0060980984,2.01799055862,2.14906705151,-0.000757667588959,173,0.314287009993,7.55076638415e-05,143588.300107,65811.6998925,62.5050731089,9.4116,9.6348,19.0464,216.65716205,217.010653692,217.244291217,217.437527528,4,4.33376064496,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00453045983049,592.779920058,-1.89364457363
1915,37.4915494485,29.4464740863,-25.8252929163,-27.6653695465,-29.0076691045,2.01486332253,2.14528814341,-0.000753900698686,173,0.314664129712,7.53403516016e-05,143509.331238,65890.6687616,62.5502204803,9.4116,9.6348,19.0464,216.627098339,216.980134428,217.213469935,217.406456149,4,4.33360581528,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00452042109609,591.476792773,-1.89364456595
1920,37.4922047164,29.4367951931,-25.8273106007,-27.6671287418,-29.0092380792,2.01174963754,2.14152799435,-0.000750163912229,173,0.315040414783,7.51738037503e-05,143430.537144,65969.4628555,62.5953415375,9.4116,9.6348,19.0464,216.597071699,216.949653639,217.182688059,217.375424949,4,4.33345116924,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00451042822502,590.179585314,-1.89364456071
1925,37.4928577453,29.4271283233,-25.8293256918,-27.6688856692,-29.0108050286,2.0086494112,2.13778645466,-0.00074645689865,173,0.315415869014,7.50080147234e-05,143351.917028,66048.0829715,62.6404360119,9.4116,9.6348,19.0464,216.567082019,216.919211207,217.151945469,217.344433803,4,4.33329670629,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0045004808834,588.888254518,-1.89364455198
1930,37.4935085336,29.4174734401,-25.8313381977,-27.6706403357,-29.0123699592,2.00556255191,2.13406337629,-0.000742779331642,173,0.315790496186,7.48429790132e-05,143273.470099,66126.5299013,62.6855036397,9.4116,9.6348,19.0464,216.537129186,216.888807016,217.121242044,217.313482588,4,4.33314242587,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00449057874079,587.602757662,-1.89364454569
1935,37.4941570796,29.4078305072,-25.8333481263,-27.6723927481,-29.013932877,2.00248896893,2.1303586128,-0.000739130889447,173,0.316164300051,7.46786911684e-05,143195.195569,66204.8044306,62.730544162,9.4116,9.6348,19.0464,216.507213088,216.858440948,217.090577663,217.28257118,4,4.33298832743,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0044807214701,586.323052459,-1.89364453685
1940,37.4948033817,29.3981994883,-25.8353554855,-27.6741429135,-29.0154937883,1.9994285723,2.12667201938,-0.000735511254782,173,0.316537284335,7.45151457929e-05,143117.09266,66282.9073397,62.7755573243,9.4116,9.6348,19.0464,216.477333615,216.828112887,217.059952207,217.251699457,4,4.33283441041,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00447090874757,585.049097053,-1.89364453091
1945,37.4954474382,29.3885803474,-25.8373602833,-27.6758908387,-29.0170526992,1.99638127291,2.12300345277,-0.000731920114764,173,0.316909452737,7.43523375454e-05,143039.160597,66360.8394031,62.8205428769,9.4116,9.6348,19.0464,216.447490656,216.797822718,217.029365557,217.220867298,4,4.33268067427,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00446114025272,583.780850013,-1.89364452532
1950,37.4960892475,29.3789730483,-25.8393625273,-27.6776365306,-29.0186096159,1.99334698243,2.11935277126,-0.000728357160831,173,0.31728080893,7.41902611385e-05,142961.39861,66438.6013899,62.8655005747,9.4116,9.6348,19.0464,216.417684101,216.767570325,216.998817593,217.19007458,4,4.33252711845,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00445141566831,582.518270326,-1.89364451694
1955,37.496728808,29.3693775554,-25.8413622256,-27.6793799961,-29.0201645445,1.99032561335,2.11571983469,-0.000724822088677,173,0.317651356559,7.40289113379e-05,142883.805936,66516.1940635,62.9104301769,9.4116,9.6348,19.0464,216.387913839,216.737355593,216.968308198,217.159321182,4,4.33237374243,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00444173468028,581.261317394,-1.89364450902
1960,37.4973661181,29.3597938328,-25.8433593859,-27.681121242,-29.0217174912,1.98731707892,2.1121045044,-0.000721314598175,173,0.318021099246,7.38682829622e-05,142806.381818,66593.618182,62.9553314471,9.4116,9.6348,19.0464,216.358179762,216.707178407,216.937837254,217.128606984,4,4.33222054563,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00443209697773,580.009951027,-1.8936445046
1965,37.4980011763,29.350221845,-25.845354016,-27.6828602752,-29.023268462,1.98432129319,2.10850664323,-0.000717834393309,173,0.318390040583,7.37083708815e-05,142729.125502,66670.8744981,63.0002041533,9.4116,9.6348,19.0464,216.328481761,216.677038654,216.907404642,217.097931865,4,4.33206752754,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00442250225289,578.764131437,-1.89364449645
1970,37.4986339811,29.3406615566,-25.8473461236,-27.6845971023,-29.0248174629,1.98133817097,2.10492611548,-0.000714381182108,173,0.31875818414,7.35491700174e-05,142652.036241,66747.9637589,63.0450480675,9.4116,9.6348,19.0464,216.298819726,216.646936219,216.877010247,217.067295705,4,4.3319146876,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00441295020104,577.523819237,-1.89364448888
1975,37.499264531,29.3311129324,-25.8493357164,-27.6863317302,-29.0263645,1.97836762785,2.1013627869,-0.000710954676575,173,0.31912553346,7.33906753417e-05,142575.113293,66824.8867065,63.0898629662,9.4116,9.6348,19.0464,216.269193552,216.616870991,216.846653952,217.036698385,4,4.33176202529,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0044034405205,576.288975428,-1.89364448271
1980,37.4998928244,29.3215759372,-25.8513228022,-27.6880641656,-29.0279095794,1.97540958015,2.09781652468,-0.000707554592625,173,0.319492092062,7.32328818765e-05,142498.355922,66901.6440778,63.1346486296,9.4116,9.6348,19.0464,216.239603128,216.586842855,216.816335639,217.006139787,4,4.33160954005,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00439397291259,575.059561402,-1.8936444748
1985,37.50051886,29.312050536,-25.8533073885,-27.6897944152,-29.029452707,1.97246394495,2.0942871974,-0.000704180650017,173,0.319857863439,7.30757846928e-05,142421.763396,66978.2366042,63.1794048421,9.4116,9.6348,19.0464,216.21004835,216.5568517,216.786055195,216.975619791,4,4.33145723137,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00438454708157,573.835538933,-1.89364446863
1990,37.5011426363,29.3025366939,-25.8552894831,-27.6915224857,-29.0309938887,1.96953064006,2.09077467507,-0.000700832572295,173,0.320222851061,7.29193789105e-05,142345.334988,67054.6650122,63.2241313922,9.4116,9.6348,19.0464,216.180529109,216.526897415,216.755812503,216.94513828,4,4.3313050987,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00437516273463,572.616870172,-1.89364446071
1995,37.5017641519,29.2930343763,-25.8572690935,-27.6932483837,-29.0325331305,1.96660958403,2.08727882903,-0.000697510086722,173,0.320587058373,7.27636596973e-05,142269.069977,67130.9300232,63.2688280719,9.4116,9.6348,19.0464,216.1510453,216.496979886,216.725607449,216.914695136,4,4.33115314152,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00436581958184,571.403517644,-1.89364445431
2000,37.5023834053,29.2835435487,-25.8592462272,-27.6949721158,-29.0340704384,1.96370069611,2.083799532,-0.000694212924222,173,0.320950488794,7.26086222683e-05,142192.967646,67207.0323536,63.3134946773,9.4116,9.6348,19.0464,216.121596816,216.467099005,216.695439918,216.884290241,4,4.33100135931,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0043565173361,570.195444241,-1.89364444837
2005,37.5030003953,29.2740641765,-25.8612208919,-27.6966936887,-29.0356058182,1.96080389628,2.08033665802,-0.00069094081932,173,0.321313145724,7.24542618854e-05,142117.027285,67282.9727145,63.3581310082,9.4116,9.6348,19.0464,216.092183553,216.43725466,216.665309797,216.853923481,4,4.33084975152,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00434725571313,568.992613219,-1.89364443999
2010,37.5036151203,29.2645962255,-25.863193095,-27.698413109,-29.0371392758,1.95791910523,2.07689008248,-0.000687693510081,173,0.321675032534,7.23005738569e-05,142041.248187,67358.7518126,63.4027368679,9.4116,9.6348,19.0464,216.062805406,216.40744674,216.635216973,216.823594737,4,4.33069831764,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00433803443141,567.794988194,-1.893644433
2015,37.5042275793,29.2551396616,-25.8651628439,-27.7001303831,-29.0386708171,1.95504624434,2.07345968203,-0.000684470738056,173,0.322036152575,7.21475535365e-05,141965.629651,67434.3703492,63.4473120637,9.4116,9.6348,19.0464,216.033462269,216.377675138,216.605161331,216.793303894,4,4.33054705715,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00432885321219,566.602533134,-1.89364442416
2020,37.5048377707,29.2456944507,-25.8671301463,-27.7018455176,-29.0402004479,1.95218523568,2.07004533463,-0.000681272248224,173,0.322396509174,7.19951963228e-05,141890.170979,67509.8290211,63.491856406,9.4116,9.6348,19.0464,216.00415404,216.347939742,216.57514276,216.763050838,4,4.33039596953,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00431971177937,565.415212359,-1.89364441775
2025,37.5054456933,29.236260559,-25.8690950094,-27.7035585191,-29.041728174,1.94933600201,2.0666469195,-0.000678097788939,173,0.322756105636,7.18434976592e-05,141814.87148,67585.1285202,63.5363697091,9.4116,9.6348,19.0464,215.974880614,216.318240446,216.545161148,216.732835452,4,4.33024505425,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00431060985955,564.232990533,-1.89364441123
2030,37.5060513458,29.2268379527,-25.8710574407,-27.7052693939,-29.0432540012,1.94649846675,2.0632643171,-0.00067494711187,173,0.323114945241,7.16924530329e-05,141739.730467,67660.2695335,63.5808517904,9.4116,9.6348,19.0464,215.945641888,216.28857714,216.515216383,216.702657624,4,4.3300943108,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00430154718197,563.055832662,-1.89364440576
2035,37.506654727,29.2174265984,-25.8730174476,-27.7069781486,-29.0447779352,1.943672554,2.05989740915,-0.000671819971955,173,0.323473031249,7.15420579742e-05,141664.747256,67735.2527435,63.6253024709,9.4116,9.6348,19.0464,215.916437759,216.258949716,216.485308353,216.672517238,4,4.32994373868,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00429252347845,561.883704088,-1.89364439843
2040,37.5072558356,29.2080264625,-25.8749750373,-27.7086847895,-29.0462999818,1.94085818853,2.05654607856,-0.000668716127345,173,0.323830366896,7.13923080567e-05,141589.921172,67810.078828,63.669721575,9.4116,9.6348,19.0464,215.887268126,216.229358067,216.455436949,216.642414181,4,4.32979333735,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0042835384834,560.716570487,-1.89364439086
2045,37.5078546704,29.1986375117,-25.8769302172,-27.7103893231,-29.0478201467,1.93805529574,2.05321020945,-0.000665635339354,173,0.324186955397,7.12431988958e-05,141515.25154,67884.7484602,63.7141089301,9.4116,9.6348,19.0464,215.858132886,216.199802087,216.425602059,216.612348341,4,4.32964310632,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00427459193375,559.554397862,-1.89364438714
2050,37.5084512303,29.1892597128,-25.8788829945,-27.7120917558,-29.0493384357,1.9352638017,2.04988968713,-0.000662577372407,173,0.324542799946,7.1094726149e-05,141440.737691,67959.2623086,63.7584643669,9.4116,9.6348,19.0464,215.829031937,216.170281668,216.395803574,216.582319603,4,4.32949304508,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00426568356894,558.397152541,-1.89364437689
2055,37.5090455139,29.1798930329,-25.8808333766,-27.7137920938,-29.0508548543,1.93248363311,2.04658439808,-0.000659541993993,173,0.324897903712,7.09468855149e-05,141366.378963,68033.6210374,63.8027877196,9.4116,9.6348,19.0464,215.799965179,216.140796705,216.366041385,216.552327858,4,4.32934315311,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00425681313089,557.244801173,-1.89364437282
2060,37.5096375202,29.1705374391,-25.8827813706,-27.7154903435,-29.0523694082,1.92971471731,2.04329422992,-0.000656528974617,173,0.325252269847,7.07996727329e-05,141292.174694,68107.825306,63.8470788249,9.4116,9.6348,19.0464,215.77093251,216.111347092,216.336315382,216.522372992,4,4.32919342992,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00424798036397,556.097310723,-1.89364436525
2065,37.510227248,29.1611928984,-25.8847269837,-27.7171865112,-29.053882103,1.92695698226,2.04001907144,-0.000653538087749,173,0.325605901479,7.06530835825e-05,141218.12423,68181.8757697,63.8913375232,9.4116,9.6348,19.0464,215.741933832,216.081932723,216.306625457,216.492454894,4,4.329043875,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00423918501495,554.954648468,-1.89364435978
2070,37.5108146962,29.1518593785,-25.8866702231,-27.7188806032,-29.0553929445,1.92421035654,2.03675881253,-0.000650569109781,173,0.325958801716,7.05071138832e-05,141144.226921,68255.7730792,63.9355636574,9.4116,9.6348,19.0464,215.712969044,216.052553494,216.276971502,216.462573453,4,4.32889448785,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00423042683299,553.816781994,-1.89364435477
2075,37.5113998637,29.1425368467,-25.8886110959,-27.7205726257,-29.0569019381,1.92147476934,2.0335133442,-0.000647621819979,173,0.326310973643,7.03617594936e-05,141070.482119,68329.5178809,63.9797570737,9.4116,9.6348,19.0464,215.684038046,216.023209301,216.247353408,216.43272856,4,4.32874526797,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00422170556962,552.683679193,-1.89364434686
2080,37.5119827493,29.1332252707,-25.8905496092,-27.722262585,-29.0584090893,1.91875015047,2.03028255855,-0.000644696000442,173,0.326662420329,7.0217016311e-05,140996.889183,68403.1108169,64.023917621,9.4116,9.6348,19.0464,215.655140739,215.993900039,216.21777107,216.402920103,4,4.32859621487,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00421302097866,551.555308256,-1.8936443408
2085,37.512563352,29.1239246183,-25.8924857701,-27.7239504872,-29.0599144038,1.91603643033,2.02706634877,-0.000641791436052,173,0.327013144818,7.00728802712e-05,140923.447475,68476.552525,64.0680451511,9.4116,9.6348,19.0464,215.626277026,215.964625605,216.188224379,216.373147974,4,4.32844732805,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00420437281627,550.431637674,-1.89364433195
2090,37.5131416707,29.1146348574,-25.8944195856,-27.7256363386,-29.0614178871,1.91333353992,2.02386460912,-0.000638907914435,173,0.327363150137,6.99293473476e-05,140850.156361,68549.8436387,64.1121395188,9.4116,9.6348,19.0464,215.597446808,215.935385896,216.158713231,216.343412063,4,4.32829860701,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00419576084086,549.31263623,-1.89364432648
2095,37.5137177044,29.105355956,-25.8963510628,-27.7273201452,-29.0629195446,1.91064141082,2.0206772349,-0.000636045225917,173,0.32771243929,6.97864135513e-05,140777.015213,68622.9847874,64.1562005814,9.4116,9.6348,19.0464,215.568649987,215.906180809,216.129237517,216.313712262,4,4.32815005126,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00418718481308,548.198272998,-1.89364432008
2100,37.5142914521,29.0960878825,-25.8982802087,-27.7290019132,-29.0644193819,1.9079599752,2.01750412248,-0.000633203163484,173,0.328061015264,6.964407493e-05,140704.023404,68695.9765964,64.2002281991,9.4116,9.6348,19.0464,215.539886467,215.877010243,216.099797134,216.284048463,4,4.32800166033,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0041786444958,547.08851734,-1.89364431321
2105,37.5148629126,29.0868306049,-25.9002070302,-27.7306816487,-29.0659174043,1.9052891658,2.01434516923,-0.000630381522738,173,0.328408881025,6.9502327568e-05,140631.180313,68768.8196867,64.2442222348,9.4116,9.6348,19.0464,215.511156149,215.847874094,216.070391976,216.254420557,4,4.32785343371,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00417013965408,545.983338899,-1.89364430844
2110,37.5154320852,29.0775840919,-25.9021315342,-27.7323593578,-29.0674136173,1.90262891593,2.01120027355,-0.00062758010186,173,0.328756039519,6.93611675859e-05,140558.485325,68841.5146753,64.2881825539,9.4116,9.6348,19.0464,215.482458938,215.818772262,216.041021939,216.224828437,4,4.32770537092,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00416167005516,544.8827076,-1.8936443018
2115,37.5159989687,29.068348312,-25.9040537277,-27.7340350465,-29.0689080264,1.89997915947,2.00806933484,-0.000624798701568,173,0.329102493674,6.92205911396e-05,140485.937825,68914.0621753,64.3321090245,9.4116,9.6348,19.0464,215.453794738,215.789704647,216.011686918,216.195271997,4,4.32755747148,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00415323546838,543.786593644,-1.89364429505
2120,37.5165635622,29.059123234,-25.9059736175,-27.7357087208,-29.0704006368,1.89733983086,2.0049522535,-0.000622037125081,173,0.329448246397,6.90805944203e-05,140413.537205,68986.4627955,64.3760015171,9.4116,9.6348,19.0464,215.425163452,215.760671146,215.982386809,216.16575113,4,4.32740973491,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00414483566522,542.694967505,-1.89364428807
2125,37.5171258647,29.0499088266,-25.9078912105,-27.7373803868,-29.071891454,1.89471086507,2.00184893088,-0.000619295178078,173,0.329793300578,6.8941173654e-05,140341.282859,69058.717141,64.419859905,9.4116,9.6348,19.0464,215.396564987,215.731671661,215.953121509,216.136265729,4,4.32726216073,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00413647041924,541.607799927,-1.89364428248
2130,37.5176858754,29.0407050588,-25.9098065135,-27.7390500504,-29.0733804832,1.89209219764,1.99875926932,-0.000616572668662,173,0.330137659087,6.8802325101e-05,140269.174187,69130.8258128,64.4636840638,9.4116,9.6348,19.0464,215.367999246,215.702706091,215.923890915,216.10681569,4,4.32711474846,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00412813950606,540.525061921,-1.89364427701
2135,37.5182435933,29.0315118998,-25.9117195333,-27.7407177176,-29.0748677299,1.88948376464,1.99568317211,-0.000613869407323,173,0.330481324776,6.86640450557e-05,140197.210592,69202.7894081,64.5074738714,9.4116,9.6348,19.0464,215.339466136,215.673774337,215.894694924,216.077400907,4,4.32696749762,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00411984270334,539.446724763,-1.89364427025
2140,37.5187990174,29.0223293188,-25.9136302767,-27.7423833943,-29.0763531993,1.88688550269,1.99262054348,-0.000611185206904,173,0.330824300479,6.85263298458e-05,140125.39148,69274.6085203,64.5512292083,9.4116,9.6348,19.0464,215.310965562,215.6448763,215.865533436,216.048021274,4,4.32682040774,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00411157979075,538.372759988,-1.8936442649
2145,37.519352147,29.0131572852,-25.9155387504,-27.7440470864,-29.0778368967,1.8842973489,1.98957128858,-0.000608519882561,173,0.33116658901,6.83891758325e-05,140053.716261,69346.2837387,64.5949499573,9.4116,9.6348,19.0464,215.282497431,215.616011882,215.836406346,216.018676689,4,4.32667347834,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00410335054995,537.303139389,-1.89364425919
2150,37.5199029811,29.0039957684,-25.9174449611,-27.7457087998,-29.0793188273,1.88171924095,1.9865353135,-0.000605873251734,173,0.331508193167,6.82525794094e-05,139982.184351,69417.8156491,64.6386360034,9.4116,9.6348,19.0464,215.254061649,215.587180985,215.807313556,215.989367047,4,4.32652670897,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00409515476456,536.237835012,-1.89364425349
2155,37.5204515189,28.9948447382,-25.9193489155,-27.7473685404,-29.0807989964,1.87915111701,1.98351252521,-0.000603245134107,173,0.331849115727,6.81165370028e-05,139910.795167,69489.2048333,64.682287234,9.4116,9.6348,19.0464,215.225658124,215.558383511,215.778254962,215.960092244,4,4.32638009914,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00408699222017,535.176819158,-1.89364424744
2160,37.5209977595,28.9857041641,-25.9212506203,-27.7490263139,-29.0822774092,1.87659291578,1.9805028316,-0.000600635351578,173,0.332189359454,6.79810450708e-05,139839.54813,69560.4518697,64.7259035388,9.4116,9.6348,19.0464,215.197286763,215.529619363,215.749230467,215.930852178,4,4.3262336484,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00407886270425,534.120064373,-1.89364424068
2165,37.5215417022,28.9765740162,-25.9231500821,-27.7506821262,-29.0837540709,1.87404457645,1.97750614143,-0.000598043728228,173,0.33252892709,6.78461001033e-05,139768.442667,69631.5573326,64.7694848096,9.4116,9.6348,19.0464,215.168947475,215.500888443,215.720239968,215.901646746,4,4.32608735627,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0040707660062,533.06754345,-1.8936442337
2170,37.522083346,28.9674542645,-25.9250473074,-27.7523359831,-29.0852289866,1.87150603872,1.97452236434,-0.000595470090282,173,0.332867821361,6.77116986214e-05,139697.478207,69702.521793,64.8130309403,9.4116,9.6348,19.0464,215.140640167,215.472190656,215.691283367,215.872475845,4,4.3259412223,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00406270191728,532.019229426,-1.89364422974
2175,37.5226226902,28.958344879,-25.9269423029,-27.7539878903,-29.0867021614,1.8689772428,1.97155141084,-0.000592914266082,173,0.333206044976,6.75778371769e-05,139626.654182,69773.345818,64.8565418271,9.4116,9.6348,19.0464,215.112364748,215.443525906,215.662360564,215.843339374,4,4.32579524603,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00405467023062,530.975095577,-1.89364422322
2180,37.5231597341,28.94924583,-25.9288350752,-27.7556378535,-29.0881736006,1.86645812939,1.96859319227,-0.000590376086057,173,0.333543600627,6.74445123526e-05,139555.970029,69844.0299713,64.9000173682,9.4116,9.6348,19.0464,215.084121127,215.414894096,215.63347146,215.814237231,4,4.32564942698,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00404667074116,529.935115414,-1.89364421822
2185,37.5236944767,28.940157088,-25.9307256307,-27.7572858786,-29.0896433093,1.86394863964,1.96564762085,-0.000587855382688,173,0.333880490988,6.73117207611e-05,139485.425187,69914.574813,64.9434574639,9.4116,9.6348,19.0464,215.055909214,215.386295132,215.604615958,215.785169315,4,4.32550376472,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00403870324567,528.899262687,-1.89364421216
2190,37.5242269175,28.9310786234,-25.9326139759,-27.7589319711,-29.0911112924,1.86144871524,1.96271460959,-0.000585351990479,173,0.334216718718,6.7179459045e-05,139415.019101,69984.9808995,64.9868620165,9.4116,9.6348,19.0464,215.027728919,215.357728918,215.57579396,215.756135527,4,4.32535825877,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0040307675427,527.867511374,-1.89364420704
