case_id,parameter,scenario,parameter_value,time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_layer3_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,d_skin_blood_flow_dt_L_m2_h_s,tau_blood_flow_s,alpha_skin,d_alpha_skin_dt_1_s,C_core_J_K,C_skin_J_K,q_cs_W_m2,q_res_lat_W_m2,q_res_sens_W_m2,q_res_total_W_m2,q_s1_W_m2,q_12_W_m2,q_23_W_m2,q_3inf_W_m2,h_in_W_m2K,h_nat_W_m2K,h_forced_W_m2K,h_out_W_m2K,wind_speed_m_s,metabolic_rate_W_m2,c_eff_pcm_J_kgK,pcm_phase_fraction,pcm_latent_released_J,dm_core_to_skin_kg_s,enthalpy_mass_transfer_W,energy_balance_residual_J
h_in_baseline,h_in,baseline,4,4080,37.560508831,26.0461428626,-26.5297152838,-28.2791939023,-29.5549955827,1.30517779792,1.3382331249,-0.000191071254221,173,0.429153551645,3.84774513597e-05,119535.246285,89864.7537146,78.7164099345,9.4116,9.6348,19.0464,206.061000228,206.296900683,206.452656779,206.581426306,4,4.27862391266,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00230864708158,302.631717243,-1.89364305022
h_in_baseline,h_in,baseline,4,4110,37.5584951221,26.0069588488,-26.5377931842,-28.2862296959,-29.5612680321,1.29990163081,1.33253748358,-0.000188646547789,173,0.430303931755,3.8215133654e-05,119294.356691,90105.6433095,78.8940019781,9.4116,9.6348,19.0464,205.939085777,206.17401641,206.329130971,206.457369725,4,4.27798141658,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00229290801924,300.55242955,-1.89364304091
h_in_baseline,h_in,baseline,4,4140,37.5564037332,25.9679321763,-26.5458379834,-28.2932366049,-29.5675147117,1.29468888096,1.32691383628,-0.000186271418054,173,0.431446493987,3.79562482264e-05,119055.104159,90344.8958409,79.0704683003,9.4116,9.6348,19.0464,205.817658263,206.051629355,206.206109197,206.333822819,4,4.2773412723,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00227737489359,298.499738234,-1.8936430302
h_in_baseline,h_in,baseline,4,4170,37.5542348481,25.9290612144,-26.5538500314,-28.3002149353,-29.5737358946,1.28953832139,1.32136071659,-0.000183944480887,173,0.432581340302,3.77007282478e-05,118817.467341,90582.5326593,79.2458153344,9.4116,9.6348,19.0464,205.696712664,205.929734326,206.08358615,206.210780187,4,4.27670345508,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00226204369487,296.473127337,-1.89364302345
h_in_baseline,h_in,baseline,4,4200,37.5519886519,25.8903443586,-26.5618296723,-28.3071649878,-29.5799318493,1.28444875749,1.31587669887,-0.000181664401046,173,0.433708570685,3.7448508652e-05,118581.425299,90818.5747014,79.420049482,9.4116,9.6348,19.0464,205.57624404,205.808326217,205.961556611,206.088236518,4,4.27606794058,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00224691051912,294.472094522,-1.89364301413
h_in_baseline,h_in,baseline,4,4230,37.5496653307,25.8517800304,-26.5697772444,-28.3140870582,-29.5861028399,1.27941902586,1.31046039685,-0.000179429890096,173,0.434828283191,3.71995260774e-05,118346.9575,91053.0425003,79.5931771109,9.4116,9.6348,19.0464,205.456247532,205.687400004,205.840015448,205.96618659,4,4.27543470486,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00223197156465,292.496150627,-1.89364300226
h_in_baseline,h_in,baseline,4,4260,37.547265072,25.8133666767,-26.5776930806,-28.3209814374,-29.5922491261,1.27444799336,1.30511046222,-0.000177239704424,173,0.435940574002,3.69537188101e-05,118114.043804,91285.9561961,79.7652045558,9.4116,9.6348,19.0464,205.336718357,205.566950743,205.718957612,205.844625266,4,4.27480372438,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00221722312861,290.544819222,-1.89364299527
h_in_baseline,h_in,baseline,4,4290,37.5447880642,25.775102769,-26.5855775082,-28.3278484115,-29.5983709633,1.26953455605,1.29982558335,-0.000175092643362,173,0.437045537471,3.67110267298e-05,117882.664454,91517.3355465,79.9361381162,9.4116,9.6348,19.0464,205.217651807,205.446973572,205.598378136,205.723547493,4,4.27417497598,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00220266160379,288.617636189,-1.89364298969
h_in_baseline,h_in,baseline,4,4320,37.5422344968,25.7369868031,-26.5934308494,-28.3346882622,-29.604468603,1.26467763828,1.29460448398,-0.000172987547397,173,0.438143266172,3.64713912574e-05,117652.800064,91747.1999363,80.1059840569,9.4116,9.6348,19.0464,205.099043249,205.327463705,205.478272133,205.602948301,4,4.27354843686,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00218828347544,286.714149318,-1.89364297991
h_in_baseline,h_in,baseline,4,4350,37.5396045604,25.6990172985,-26.6012534212,-28.3415012664,-29.6105422923,1.25987619178,1.28944592207,-0.000170923296464,173,0.439233850941,3.62347553051e-05,117424.431613,91975.5683871,80.2747486071,9.4116,9.6348,19.0464,204.980888123,205.208416432,205.358634794,205.482822798,4,4.27292408459,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00217408531831,284.833917923,-1.89364297222
h_in_baseline,h_in,baseline,4,4380,37.5368984466,25.6611927977,-26.6090455354,-28.3482876967,-29.6165922747,1.25512919474,1.28434868858,-0.000168898808332,173,0.440317380928,3.60010632285e-05,117197.540434,92202.4595664,80.4424379598,9.4116,9.6348,19.0464,204.863181939,205.089827117,205.239461388,205.363166172,4,4.2723018971,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00216006379371,282.976512467,-1.89364296361
h_in_baseline,h_in,baseline,4,4410,37.5341163479,25.6235118657,-26.6168074989,-28.3550478214,-29.6226187895,1.250435651,1.27931160641,-0.00016691303706,173,0.441393943631,3.57702607798e-05,116972.108204,92427.8917963,80.6090582716,9.4116,9.6348,19.0464,204.745920276,204.971691198,205.120747255,205.243973688,4,4.27168185267,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00214621564679,281.141514202,-1.89364295383
h_in_baseline,h_in,baseline,4,4440,37.5312584577,25.5859730899,-26.6245396139,-28.3617819043,-29.6286220725,1.24579458924,1.27433352931,-0.000164964971525,173,0.442463624942,3.55422950641e-05,116748.116937,92651.8830628,80.7746156621,9.4116,9.6348,19.0464,204.629098782,204.854004182,205.002487812,205.125240683,4,4.27106392991,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00213253770384,279.328514831,-1.89364294452
h_in_baseline,h_in,baseline,4,4470,37.5283249704,25.5485750791,-26.6322421778,-28.3684902055,-29.6346023556,1.24120506216,1.26941334085,-0.000163053634027,173,0.443526509186,3.53171144959e-05,116525.548976,92874.4510235,80.9391162142,9.4116,9.6348,19.0464,204.512713168,204.736761646,204.884678545,205.006962569,4,4.27044810778,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00211902686976,277.537116172,-1.893642938
h_in_baseline,h_in,baseline,4,4500,37.5253160812,25.5113164634,-26.6399154833,-28.3751729807,-29.6405598673,1.2366661458,1.26454995346,-0.000161178078954,173,0.444582679159,3.50946687588e-05,116304.386984,93095.613016,81.1025659731,9.4116,9.6348,19.0464,204.396759214,204.619959235,204.767315011,204.889134831,4,4.26983436554,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00210568012553,275.766929845,-1.89364293008
h_in_baseline,h_in,baseline,4,4530,37.5222319863,25.4741958934,-26.6475598186,-28.3818304818,-29.6464948322,1.23217693872,1.25974230745,-0.000159337391508,173,0.445632216168,3.48749087653e-05,116084.613934,93315.3860657,81.2649709467,9.4116,9.6348,19.0464,204.281232762,204.50359266,204.650392835,204.77175302,4,4.26922268278,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00209249452592,274.01757696,-1.89364292147
h_in_baseline,h_in,baseline,4,4560,37.5190728824,25.4372120402,-26.6551754676,-28.3884629569,-29.6524074719,1.22773656139,1.25498937015,-0.000157530686498,173,0.446675200063,3.4657786619e-05,115866.213107,93533.7868933,81.426337105,9.4116,9.6348,19.0464,204.166129713,204.387657698,204.533907708,204.65481276,4,4.26861303942,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00207946719714,272.288687828,-1.89364291308
h_in_baseline,h_in,baseline,4,4590,37.5158389674,25.4003635946,-26.6627627097,-28.39507065,-29.6582980043,1.22334415547,1.25029013501,-0.000155757107177,173,0.447711709276,3.44432555783e-05,115649.168078,93750.8319224,81.5866703803,9.4116,9.6348,19.0464,204.051446034,204.272150188,204.417855387,204.538309737,4,4.26800541564,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0020665953347,270.579901677,-1.8936429061
h_in_baseline,h_in,baseline,4,4620,37.5125304396,25.3636492668,-26.6703218203,-28.4016538018,-29.6641666441,1.21899888319,1.24564362076,-0.000154015824143,173,0.448741820853,3.42312700205e-05,115433.462713,93966.5372865,81.7459766669,9.4116,9.6348,19.0464,203.937177748,204.157066033,204.302231693,204.422239707,4,4.26739979197,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00205387620123,268.890866377,-1.89364289795
h_in_baseline,h_in,baseline,4,4650,37.5091474983,25.3270677861,-26.6778530704,-28.4082126492,-29.6700136027,1.21469992671,1.24104887064,-0.000152306034285,173,0.449765610487,3.40217854084e-05,115219.081164,94180.9188359,81.9042618211,9.4116,9.6348,19.0464,203.823320936,204.042401194,204.187032511,204.306598487,4,4.26679614918,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0020413071245,267.221238177,-1.89364289073
h_in_baseline,h_in,baseline,4,4680,37.5056903433,25.2906179002,-26.6853567272,-28.4147474254,-29.6758390885,1.21044648752,1.23650495156,-0.000150626959772,173,0.450783152551,3.38147582573e-05,115006.007856,94393.9921443,82.0615316614,9.4116,9.6348,19.0464,203.709871738,203.928151694,204.072253783,204.191381957,4,4.26619446837,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00202888549544,265.570681457,-1.89364288328
h_in_baseline,h_in,baseline,4,4710,37.5021591753,25.2542983752,-26.6928330537,-28.4212583603,-29.6816433066,1.20623778589,1.23201095344,-0.000148977847097,173,0.451794520132,3.36101461038e-05,114794.227484,94605.7725156,82.2177919681,9.4116,9.6348,19.0464,203.596826349,203.814313614,203.957891516,204.07658606,4,4.26559473088,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00201660876623,263.938868479,-1.89364287676
h_in_baseline,h_in,baseline,4,4740,37.4985541954,25.218107995,-26.7002823092,-28.4277456805,-29.6874264592,1.20207306028,1.22756598843,-0.000147357966157,173,0.452799785053,3.34079074748e-05,114583.72501,94816.27499,82.3730484835,9.4116,9.6348,19.0464,203.484181019,203.700883092,203.843941773,203.962206797,4,4.26499691835,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00200447444849,262.325479153,-1.89364286838
h_in_baseline,h_in,baseline,4,4770,37.4948756057,25.1820455609,-26.707704749,-28.434209609,-29.6931887454,1.19795156682,1.22316919024,-0.000145766609373,173,0.45379901791,3.3208001859e-05,114374.48565,95025.5143503,82.5273069121,9.4116,9.6348,19.0464,203.371932051,203.58785632,203.730400674,203.84824023,4,4.26440101268,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00199248011154,260.730200812,-1.89364286349
h_in_baseline,h_in,baseline,4,4800,37.4911236087,25.1461098914,-26.715100625,-28.4406503658,-29.6989303615,1.19387257877,1.21881971349,-0.000144203090853,173,0.454792288098,3.3010389678e-05,114166.494872,95233.5051278,82.6805729204,9.4116,9.6348,19.0464,203.260075799,203.475229548,203.617264397,203.734682476,4,4.26380699603,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00198062338068,259.152727996,-1.89364285464
h_in_baseline,h_in,baseline,4,4830,37.4872984074,25.1102998217,-26.7224701852,-28.4470681675,-29.7046515009,1.18983538607,1.21451673306,-0.00014266674559,173,0.455779663838,3.28150322596e-05,113959.738392,95440.2616077,82.8328521372,9.4116,9.6348,19.0464,203.148608673,203.362999078,203.504529175,203.621529709,4,4.26321485081,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00196890193558,257.592762234,-1.89364284812
h_in_baseline,h_in,baseline,4,4860,37.4834002056,25.0746142035,-26.729813674,-28.4534632278,-29.7103523543,1.18583929481,1.21025944348,-0.000141156928689,173,0.456761212203,3.26218918111e-05,113754.202165,95645.7978353,82.9841501537,9.4116,9.6348,19.0464,203.037527128,203.251161263,203.392191292,203.508778161,4,4.2626245597,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00195731350866,256.05001185,-1.89364284091
h_in_baseline,h_in,baseline,4,4890,37.4794292075,25.0390519046,-26.7371313325,-28.4598357572,-29.7160331095,1.18188362678,1.20604705832,-0.000139673014638,173,0.457736999147,3.24309313942e-05,113549.872379,95850.1276213,83.1344725233,9.4116,9.6348,19.0464,202.926827672,203.139712511,203.280247089,203.396424113,4,4.26203610559,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00194585588365,254.524191759,-1.89364283509
h_in_baseline,h_in,baseline,4,4920,37.4753856179,25.0036118083,-26.7444233981,-28.4661859631,-29.7216939518,1.17796771903,1.20187880964,-0.0001382143966,173,0.458707089526,3.22421149005e-05,113346.735453,96053.2645467,83.2838247623,9.4116,9.6348,19.0464,202.816506861,203.028649277,203.168692957,203.284463904,4,4.26144947165,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00193452689403,253.015023283,-1.89364282577
h_in_baseline,h_in,baseline,4,4950,37.4712696421,24.9682928139,-26.7516901053,-28.4725140502,-29.7273350638,1.17409092342,1.19775394745,-0.000136780485743,173,0.459671547127,3.20554070278e-05,113144.778032,96255.2219683,83.4322123497,9.4116,9.6348,19.0464,202.706561297,202.917968068,203.057525337,203.172893922,4,4.26086464126,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00192332442167,251.522233968,-1.89364281949
h_in_baseline,h_in,baseline,4,4980,37.467081486,24.9330938354,-26.7589316848,-28.4788202201,-29.7329566255,1.17025260622,1.19367173915,-0.000135370710591,173,0.460630434688,3.18707732575e-05,112943.986976,96456.0130237,83.5796407271,9.4116,9.6348,19.0464,202.59698763,202.807665438,202.946740721,203.061710606,4,4.26028159804,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00191224639545,250.045557404,-1.89364281087
h_in_baseline,h_in,baseline,4,5010,37.4628213558,24.8980138019,-26.7661483644,-28.4851046719,-29.7385588144,1.16645214768,1.18963146901,-0.000133984516407,173,0.461583813925,3.16881798322e-05,112744.349364,96655.650636,83.7261152997,9.4116,9.6348,19.0464,202.487782554,202.69773799,202.83633565,202.950910445,4,4.25970032585,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00190129078993,248.584733058,-1.89364280435
h_in_baseline,h_in,baseline,4,5040,37.4584894583,24.8630516569,-26.7733403686,-28.4913676015,-29.7441418055,1.16268894167,1.18563243774,-0.000132621364603,173,0.462531745551,3.15075937348e-05,112545.852482,96854.1475184,83.8716414356,9.4116,9.6348,19.0464,202.378942809,202.588182371,202.726306711,202.840489978,4,4.25912080874,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00189045562409,247.139506111,-1.89364279807
h_in_baseline,h_in,baseline,4,5070,37.4540860007,24.8282063583,-26.7805079189,-28.4976092023,-29.7497057715,1.15896239528,1.18167396195,-0.000131280732169,173,0.463474289299,3.13289826677e-05,112348.483821,97051.5161793,84.0162244665,9.4116,9.6348,19.0464,202.270465179,202.478995276,202.616650539,202.73044579,4,4.25854303101,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00187973896006,245.709627295,-1.89364279108
h_in_baseline,h_in,baseline,4,5100,37.4496111905,24.7934768781,-26.7876512336,-28.5038296653,-29.7552508826,1.15527192848,1.17775537371,-0.000129962111129,173,0.464411503945,3.11523150332e-05,112152.231074,97247.7689262,84.1598696879,9.4116,9.6348,19.0464,202.16234649,202.370173444,202.507363815,202.620774514,4,4.25796697715,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00186913890199,244.294852741,-1.89364278479
h_in_baseline,h_in,baseline,4,5130,37.4450652358,24.758862202,-26.7947705283,-28.5100291785,-29.7607773067,1.15161697372,1.17387602011,-0.00012866500802,173,0.465343447326,3.09775599141e-05,111957.08213,97442.9178701,84.3025823591,9.4116,9.6348,19.0464,202.054583612,202.261713658,202.398443266,202.51147283,4,4.25739263188,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00185865359484,242.894943833,-1.89364277874
h_in_baseline,h_in,baseline,4,5160,37.440448345,24.724361329,-26.8018660155,-28.5162079274,-29.7662852095,1.14799697564,1.17003526284,-0.00012738894339,173,0.466270176363,3.08046870549e-05,111763.02507,97636.9749303,84.4443677037,9.4116,9.6348,19.0464,201.947173454,202.153612743,202.289885661,202.40253746,4,4.25681998009,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00184828122329,241.509667061,-1.89364277199
h_in_baseline,h_in,baseline,4,5190,37.435760727,24.6899732716,-26.8089379047,-28.5223660953,-29.7717747544,1.1444113907,1.16623247778,-0.000126133451318,173,0.467191747076,3.06336668444e-05,111570.048162,97829.9518377,84.5852309095,9.4116,9.6348,19.0464,201.840112967,202.04586757,202.181687814,202.293965173,4,4.25624900692,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00183802001066,240.138793884,-1.8936427692
h_in_baseline,h_in,baseline,4,5220,37.4310025907,24.655697055,-26.8159864028,-28.5285038628,-29.7772461026,1.14085968691,1.16246705457,-0.00012489807895,173,0.46810821461,3.0464470298e-05,111378.139861,98021.8601393,84.725177129,9.4116,9.6348,19.0464,201.733399143,201.938475046,202.073846581,202.185752781,4,4.25567969766,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00182786821788,238.782100597,-1.89364276198
h_in_baseline,h_in,baseline,4,5250,37.4261741459,24.6215317175,-26.823011714,-28.534621408,-29.7826994131,1.13734134347,1.15873839626,-0.00012368238606,173,0.469019633247,3.02970690409e-05,111187.288798,98212.7112018,84.8642114796,9.4116,9.6348,19.0464,201.627029011,201.831432123,201.96635886,202.077897138,4,4.25511203783,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00181782414246,237.439368198,-1.89364275802
h_in_baseline,h_in,baseline,4,5280,37.4212756021,24.5874763095,-26.8300140397,-28.5407189069,-29.788134843,1.13385585048,1.1550459189,-0.000122485944622,173,0.469926056427,3.0131435292e-05,110997.483784,98402.5162158,85.0023390437,9.4116,9.6348,19.0464,201.52099964,201.72473579,201.859221589,201.970395139,4,4.25454601312,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00180788611752,236.110382267,-1.89364275057
h_in_baseline,h_in,baseline,4,5310,37.4163071697,24.5535298941,-26.8369935785,-28.546796533,-29.793552547,1.13040270869,1.15138905123,-0.000121308338399,173,0.470827536767,2.9967541848e-05,110808.713801,98591.286199,85.1395648693,9.4116,9.6348,19.0464,201.415308135,201.618383078,201.752431747,201.863243721,4,4.25398160941,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00179805251088,234.794932839,-1.89364274614
h_in_baseline,h_in,baseline,4,5340,37.411269059,24.5196915461,-26.8439505266,-28.5528544576,-29.7989526781,1.12698142917,1.14776723429,-0.000120149162557,173,0.471724126074,2.98053620681e-05,110620.968,98779.032,85.2758939696,9.4116,9.6348,19.0464,201.309951639,201.512371054,201.645986353,201.756439862,4,4.25341881276,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00178832172409,233.492814292,-1.89364274172
h_in_baseline,h_in,baseline,4,5370,37.4061614807,24.4859603522,-26.8508850776,-28.5588928497,-29.8043353871,1.12359153309,1.14417992111,-0.000119008023281,173,0.472615875367,2.96448698598e-05,110434.235698,98965.7643017,85.4113313242,9.4116,9.6348,19.0464,201.204927333,201.406696824,201.539882463,201.649980577,4,4.25285760942,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00177869219159,232.203825227,-1.8936427338
h_in_baseline,h_in,baseline,4,5400,37.4009846459,24.4523354108,-26.8577974226,-28.5649118762,-29.8097008229,1.12023255139,1.14062657637,-0.000117884537415,173,0.473502834886,2.94860396639e-05,110248.506375,99151.4936251,85.5458818784,9.4116,9.6348,19.0464,201.100232431,201.301357531,201.434117172,201.543862922,4,4.25229798581,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00176916237984,230.927768365,-1.89364272682
h_in_baseline,h_in,baseline,4,5430,37.3957387657,24.4188158317,-26.8646877502,-28.5709117018,-29.8150491325,1.11690402461,1.13710667607,-0.000116778332113,173,0.474385054116,2.93288464412e-05,110063.769668,99336.2303319,85.6795505443,9.4116,9.6348,19.0464,200.995864183,201.196350354,201.328687611,201.438083989,4,4.2517399285,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00175973078647,229.664450433,-1.89364272263
h_in_baseline,h_in,baseline,4,5460,37.3904240516,24.3854007358,-26.8715562467,-28.576892489,-29.8203804609,1.11360550257,1.13361970727,-0.000115689044505,173,0.475262581797,2.9173265659e-05,109880.015372,99519.9846282,85.8123422003,9.4116,9.6348,19.0464,200.891819873,201.091672508,201.223590951,201.332640909,4,4.25118342428,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00175039593954,228.413682067,-1.8936427189
h_in_baseline,h_in,baseline,4,5490,37.3850407155,24.352089255,-26.8784030957,-28.5828543984,-29.8256949515,1.11033654416,1.13016516775,-0.000114616321372,173,0.476135465939,2.90192732777e-05,109697.233432,99702.7665677,85.944261692,9.4116,9.6348,19.0464,200.788096821,200.987321242,201.118824394,201.22753085,4,4.25062846005,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00174115639666,227.175277707,-1.89364271285
h_in_baseline,h_in,baseline,4,5520,37.3795889691,24.3188805322,-26.885228479,-28.5887975885,-29.8309927455,1.10709671712,1.12674256578,-0.000113559818836,173,0.477003753842,2.88668457391e-05,109515.413946,99884.5860544,86.0753138322,9.4116,9.6348,19.0464,200.684692378,200.883293842,201.014385182,201.122751013,4,4.25007502292,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00173201074435,225.949055501,-1.8936427075
h_in_baseline,h_in,baseline,4,5550,37.3740690247,24.2857737206,-26.8920325756,-28.5947222158,-29.8362739828,1.10388559781,1.12335141977,-0.000112519202063,173,0.477867492101,2.87159599533e-05,109334.547154,100065.452846,86.205503401,9.4116,9.6348,19.0464,200.581603928,200.779587624,200.910270588,201.018298638,4,4.24952310014,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.0017229575972,224.734837214,-1.89364270261
h_in_baseline,h_in,baseline,4,5580,37.3684810946,24.2527679841,-26.8988155626,-28.6006284347,-29.8415388011,1.10070277098,1.11999125806,-0.000111494144973,173,0.47872672663,2.85665932876e-05,109154.623444,100245.376556,86.3348351466,9.4116,9.6348,19.0464,200.478828886,200.676199941,200.806477921,200.914170997,4,4.24897267911,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00171399559726,223.532448132,-1.89364269841
h_in_baseline,h_in,baseline,4,5610,37.3628253912,24.2198624966,-26.9055776148,-28.6065163978,-29.8467873366,1.09754782957,1.11666161865,-0.000110484329966,173,0.479581502667,2.84187235546e-05,108975.633341,100424.366659,86.463313785,9.4116,9.6348,19.0464,200.376364702,200.573128177,200.703004522,200.810365396,4,4.24842374739,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00170512341327,222.341716978,-1.89364269143
h_in_baseline,h_in,baseline,4,5640,37.3571021273,24.1870564423,-26.9123189047,-28.612386256,-29.8520197238,1.0944203745,1.11336204894,-0.000109489447653,173,0.480431864795,2.82723290011e-05,108797.567512,100602.432488,86.5909440005,9.4116,9.6348,19.0464,200.274208853,200.470369747,200.599847767,200.706879177,4,4.24787629271,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00169633974007,221.162475824,-1.8936426891
h_in_baseline,h_in,baseline,4,5670,37.3513115158,24.154349015,-26.9190396029,-28.6182381579,-29.8572360956,1.09132001447,1.11009210548,-0.0001085091966,173,0.481277856946,2.8127388298e-05,108620.416756,100779.583244,86.7177304461,9.4116,9.6348,19.0464,200.172358848,200.3679221,200.497005062,200.603709712,4,4.24733030292,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00168764329788,219.994560007,-1.89364268305
h_in_baseline,h_in,baseline,4,5700,37.3454537695,24.1217394186,-26.9257398777,-28.6240722507,-29.862436583,1.0882463658,1.10685135377,-0.000107543283082,173,0.482119522422,2.79838805287e-05,108444.172005,100955.827995,86.8436777435,9.4116,9.6348,19.0464,200.070812227,200.265782714,200.394473846,200.500854407,4,4.24678576603,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00167903283172,218.837808051,-1.89364267886
h_in_baseline,h_in,baseline,4,5730,37.3395291017,24.0892268661,-26.9324198954,-28.6298886794,-29.8676213158,1.08519905218,1.10363936799,-0.00010659142084,173,0.482956903902,2.78417851801e-05,108268.824323,101131.175677,86.9687904838,9.4116,9.6348,19.0464,199.969566558,200.163949097,200.292251588,200.398310699,4,4.24624267021,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00167050711081,217.692061586,-1.89364267467
h_in_baseline,h_in,baseline,4,5760,37.3335377255,24.0568105803,-26.9390798205,-28.6356875877,-29.8727904218,1.08217770456,1.1004557308,-0.000105653330859,173,0.483790043455,2.77010821321e-05,108094.3649,101305.6351,87.0930732271,9.4116,9.6348,19.0464,199.868619438,200.06241879,200.190335789,200.296076056,4,4.24570100375,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00166206492793,216.557165275,-1.89364267257
h_in_baseline,h_in,baseline,4,5790,37.3274798544,24.0244897929,-26.9457198153,-28.6414691172,-29.8779440275,1.07918196092,1.09730003314,-0.000104728741139,173,0.484618982555,2.75617516482e-05,107920.785053,101479.214947,87.2165305036,9.4116,9.6348,19.0464,199.767968493,199.96118936,200.08872398,200.194147978,4,4.24516075508,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00165370509889,215.432966736,-1.89364266605
h_in_baseline,h_in,baseline,4,5820,37.3213557018,23.992263745,-26.95234004,-28.6472334079,-29.883082258,1.07621146612,1.09417187398,-0.000103817386487,173,0.485443762086,2.74237743664e-05,107748.076219,101651.923781,87.3391668132,9.4116,9.6348,19.0464,199.667611376,199.860258405,199.987413719,200.092523993,4,4.24462191278,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00164542646198,214.319316478,-1.89364266139
h_in_baseline,h_in,baseline,4,5850,37.3151654812,23.9601316862,-26.9589406533,-28.6529805981,-29.8882052366,1.07326587175,1.09107086019,-0.000102919008307,173,0.486264422359,2.72871312899e-05,107576.229958,101823.770042,87.4609866261,9.4116,9.6348,19.0464,199.567545769,199.759623549,199.886402597,199.99120166,4,4.24408446555,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00163722787739,213.216067822,-1.89364265627
h_in_baseline,h_in,baseline,4,5880,37.3089094063,23.9280928753,-26.9655218117,-28.6587108246,-29.8933130852,1.07034483593,1.08799660625,-0.000102033354403,173,0.487081003119,2.71518037788e-05,107405.237947,101994.762053,87.5819943828,9.4116,9.6348,19.0464,199.467769378,199.659282448,199.78568823,199.890178566,4,4.24354840224,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00162910822673,212.123076841,-1.89364265092
