case_id,parameter,scenario,parameter_value,time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_layer3_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,d_skin_blood_flow_dt_L_m2_h_s,tau_blood_flow_s,alpha_skin,d_alpha_skin_dt_1_s,C_core_J_K,C_skin_J_K,q_cs_W_m2,q_res_lat_W_m2,q_res_sens_W_m2,q_res_total_W_m2,q_s1_W_m2,q_12_W_m2,q_23_W_m2,q_3inf_W_m2,h_in_W_m2K,h_nat_W_m2K,h_forced_W_m2K,h_out_W_m2K,wind_speed_m_s,metabolic_rate_W_m2,c_eff_pcm_J_kgK,pcm_phase_fraction,pcm_latent_released_J,dm_core_to_skin_kg_s,enthalpy_mass_transfer_W,energy_balance_residual_J
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18720,32.4056576805,14.8650469349,-28.8201469288,-30.2729671837,-31.3320378795,0.604752982194,0.60759134175,-1.64067026369e-05,173,0.666399089381,8.5900849679e-06,69856.0306837,139543.969316,105.009124239,10.35276,10.59828,20.95104,171.215745402,171.315220811,171.380836238,171.435061824,4,4.08372236192,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000515405098074,58.2901237006,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18750,32.3888679501,14.8483205209,-28.8235591203,-30.2759362751,-31.3346838102,0.604267872648,0.607099706836,-1.63689837442e-05,173,0.666656601622,8.5774044087e-06,69802.1076204,139597.89238,104.998716004,10.35276,10.59828,20.95104,171.163562859,171.262970846,171.328541773,171.382730573,4,4.08341068301,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000514644264522,58.1739204858,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18780,32.3720726747,14.8316053513,-28.8269690019,-30.2789033551,-31.3373279481,0.603783866085,0.606609201205,-1.63314168816e-05,173,0.666913734042,8.56476350521e-06,69748.2640917,139651.735908,104.988230386,10.35276,10.59828,20.95104,171.111415332,171.210756099,171.276282657,171.330434781,4,4.08309914399,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000513885810313,58.0580653048,-2.48469084362
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18810,32.3552719197,14.814901393,-28.8303765803,-30.2818684298,-31.3399702984,0.603300958118,0.606119820312,-1.62940011215e-05,173,0.667170487826,8.55216203856e-06,69694.4998491,139705.500151,104.977667909,10.35276,10.59828,20.95104,171.05930272,171.158576466,171.224058787,171.278174344,4,4.08278774433,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000513129722314,57.9425564174,-2.48469084315
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18840,32.3384657502,14.7982086131,-28.8337818624,-30.284831505,-31.3426108665,0.602819144387,0.605631559636,-1.62567355431e-05,173,0.667426864156,8.53959979136e-06,69640.8146457,139759.185354,104.967029096,10.35276,10.59828,20.95104,171.007224919,171.106431843,171.171870059,171.225949157,4,4.08247648351,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000512375987481,57.8273920952,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18870,32.3216542312,14.781526979,-28.837184855,-30.2877925868,-31.3452496576,0.602338420559,0.605144414687,-1.62196192329e-05,173,0.667682864204,8.52707654769e-06,69587.2082357,139812.791764,104.956314468,10.35276,10.59828,20.95104,170.955181828,171.054322126,171.119716367,171.173759114,4,4.08216536101,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000511624592861,57.7125706214,-2.48469084268
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18900,32.3048374271,14.764856458,-28.8405855648,-30.2907516809,-31.3478866769,0.601858782326,0.604658380999,-1.61826512846e-05,173,0.667938489137,8.51459209313e-06,69533.6803747,139866.319625,104.945524541,10.35276,10.59828,20.95104,170.903173346,171.002247215,171.06759761,171.121604113,4,4.08185437632,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000510875525588,57.5980902906,-2.48469084268
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18930,32.2880154024,14.748197018,-28.8439839986,-30.2937087933,-31.3505219297,0.601380225407,0.604173454135,-1.61458307988e-05,173,0.668193740115,8.50214621469e-06,69480.2308198,139919.76918,104.934659831,10.35276,10.59828,20.95104,170.851199373,170.950207008,171.015513685,171.06948405,4,4.08154352894,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000510128772882,57.4839494093,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18960,32.2711882211,14.7315486267,-28.8473801629,-30.2966639297,-31.3531554212,0.600902745544,0.603689629685,-1.61091568831e-05,173,0.668448618293,8.48973870085e-06,69426.8593294,139973.140671,104.92372085,10.35276,10.59828,20.95104,170.799259809,170.898201403,170.963464491,171.017398824,4,4.08123281836,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000509384322051,57.3701462949,-2.48469084268
metabolic_rate_plus10,metabolic_rate,plus10,102.3,18990,32.2543559471,14.7149112524,-28.8507740644,-30.2996170958,-31.3557871564,0.600426338508,0.603206903265,-1.6072628652e-05,173,0.668703124819,8.47736934151e-06,69373.5656629,140026.434337,104.912708109,10.35276,10.59828,20.95104,170.747354556,170.8462303,170.911449926,170.965348331,4,4.08092224407,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00050864216049,57.2566792766,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19020,32.2375186439,14.6982848632,-28.8541657097,-30.3025682975,-31.3584171406,0.599951000094,0.602725270518,-1.60362452269e-05,173,0.668957260833,8.46503792799e-06,69320.3495815,140079.650419,104.901622113,10.35276,10.59828,20.95104,170.695483513,170.7942936,170.85946989,170.913332473,4,4.08061180558,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00050790227568,57.1435466944,-2.48469084362
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19050,32.2206763748,14.6816694277,-28.8575551053,-30.3055175405,-31.3610453787,0.59947672612,0.602244727112,-1.60000057358e-05,173,0.669211027472,8.45274425306e-06,69267.2108474,140132.789153,104.890463369,10.35276,10.59828,20.95104,170.643646584,170.742391203,170.807524282,170.861351146,4,4.08030150239,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000507164655183,57.0307468997,-2.48469084315
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19080,32.2038292029,14.6650649145,-28.8609422577,-30.3084648303,-31.3636718759,0.599003512432,0.601765268743,-1.59639093137e-05,173,0.669464425864,8.44048811085e-06,69214.1492241,140185.850776,104.879232379,10.35276,10.59828,20.95104,170.591843672,170.690523012,170.755613005,170.809404253,4,4.07999133401,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000506429286651,56.9182782548,-2.48469084222
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19110,32.186977191,14.6484712925,-28.8643271734,-30.3114101726,-31.3662966371,0.598531354899,0.601286891131,-1.59279551019e-05,173,0.669717457132,8.42826929691e-06,69161.1644766,140238.835523,104.867929642,10.35276,10.59828,20.95104,170.540074679,170.638688927,170.703735958,170.757491694,4,4.07968129994,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000505696157815,56.8061391331,-2.48469084501
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19140,32.1701204017,14.6318885307,-28.8677098587,-30.314353573,-31.3689196673,0.598060249414,0.600809590023,-1.58921422487e-05,173,0.669970122393,8.41608760816e-06,69108.2563709,140291.743629,104.856555657,10.35276,10.59828,20.95104,170.488339509,170.586888853,170.651893045,170.705613369,4,4.07937139971,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00050496525649,56.6943279188,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19170,32.1532588972,14.6153165985,-28.8710903202,-30.3172950371,-31.3715409715,0.597590191897,0.600333361191,-1.58564699085e-05,173,0.670222422758,8.40394284291e-06,69055.4246745,140344.575325,104.845110917,10.35276,10.59828,20.95104,170.436638067,170.535122692,170.600084168,170.653769182,4,4.07906163282,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000504236570575,56.5828430069,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19200,32.1363927396,14.5987554652,-28.874468564,-30.3202345704,-31.3741605547,0.597121178289,0.599858200432,-1.58209372424e-05,173,0.670474359331,8.39183480081e-06,69002.6691561,140397.330844,104.833595916,10.35276,10.59828,20.95104,170.384970259,170.483390347,170.548309229,170.601959033,4,4.0787519988,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000503510088049,56.4716828032,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19230,32.1195219906,14.5822051004,-28.8778445966,-30.3231721784,-31.3767784217,0.596653204557,0.599384103568,-1.5785543418e-05,173,0.670725933211,8.37976328288e-06,68949.9895856,140450.010414,104.822011145,10.35276,10.59828,20.95104,170.333335988,170.431691725,170.496568133,170.550182828,4,4.07844249716,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000502785796973,56.3608457239,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19260,32.1026467119,14.5656654741,-28.8812184241,-30.3261078665,-31.3793945774,0.59618626669,0.598911066447,-1.57502876091e-05,173,0.670977145491,8.36772809146e-06,68897.3857342,140502.614266,104.810357089,10.35276,10.59828,20.95104,170.281735163,170.380026729,170.444860784,170.498440469,4,4.07813312744,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000502063685487,56.2503301961,-2.48469084594
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19290,32.0857669647,14.5491365561,-28.8845900529,-30.3290416402,-31.3820090266,0.595720360703,0.59843908494,-1.57151689958e-05,173,0.671227997258,8.35572903024e-06,68844.8573742,140555.142626,104.798634236,10.35276,10.59828,20.95104,170.230167689,170.328395266,170.393187087,170.44673186,4,4.07782388916,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000501343741814,56.140134657,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19320,32.06888281,14.5326183166,-28.887959489,-30.3319735048,-31.3846217741,0.595255482633,0.597968154943,-1.56801867646e-05,173,0.671478489592,8.34376590422e-06,68792.4042794,140607.595721,104.786843068,10.35276,10.59828,20.95104,170.178633475,170.276797242,170.341546947,170.395056907,4,4.07751478186,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000500625954253,56.0302575545,-2.48469084734
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19350,32.0519943087,14.5161107261,-28.8913267387,-30.3349034658,-31.3872328247,0.594791628539,0.597498272378,-1.5645340108e-05,173,0.671728623569,8.33183851972e-06,68740.0262246,140659.973775,104.774984065,10.35276,10.59828,20.95104,170.127132427,170.225232563,170.289940271,170.343415516,4,4.07720580507,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000499910311183,55.9206973466,-2.48469084688
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19380,32.0351015212,14.4996137551,-28.894691808,-30.3378315284,-31.3898421832,0.594328794506,0.597029433189,-1.56106282248e-05,173,0.671978400259,8.31994668435e-06,68687.7229858,140712.277014,104.763057705,10.35276,10.59828,20.95104,170.075664455,170.173701137,170.238366965,170.291807591,4,4.07689695832,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000499196801061,55.8114525017,-2.48469084501
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19410,32.018204508,14.4831273742,-28.898054703,-30.3407576979,-31.3924498543,0.59386697664,0.596561633345,-1.55760503196e-05,173,0.672227820724,8.30809020703e-06,68635.4943404,140764.50566,104.751064465,10.35276,10.59828,20.95104,170.024229467,170.122202872,170.186826936,170.240233041,4,4.07658824116,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000498485412422,55.7025214983,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19440,32.0013033289,14.4666515545,-28.9014154297,-30.3436819796,-31.3950558426,0.593406171069,0.596094868838,-1.55416056034e-05,173,0.672476886023,8.29626889794e-06,68583.3400668,140816.659933,104.739004818,10.35276,10.59828,20.95104,169.972827373,170.070737677,170.135320093,170.188691772,4,4.07627965313,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000497776133876,55.5939028248,-2.48469084501
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19470,31.9843980439,14.450186267,-28.9047739943,-30.3466043788,-31.3976601528,0.592946373945,0.595629135685,-1.55072932929e-05,173,0.672725597208,8.28448256855e-06,68531.2599447,140868.740055,104.726879235,10.35276,10.59828,20.95104,169.921458084,170.01930546,170.083846344,170.137183691,4,4.07597119378,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000497068954113,55.4855949799,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19500,31.9674887126,14.4337314829,-28.9081304025,-30.3495249005,-31.4002627897,0.592487581442,0.595164429924,-1.54731126108e-05,173,0.672973955325,8.27273103157e-06,68479.253755,140920.746245,104.714688185,10.35276,10.59828,20.95104,169.87012151,169.967906131,170.032405598,170.085708708,4,4.07566286266,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000496363861894,55.377596472,-2.48469084408
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19530,31.9505753941,14.4172871737,-28.9114846603,-30.3524435501,-31.4028637576,0.592029789757,0.594700747619,-1.54390627857e-05,173,0.673221961416,8.261014101e-06,68427.3212796,140972.67872,104.702432133,10.35276,10.59828,20.95104,169.818817563,169.916539602,169.980997764,170.034266732,4,4.07535465931,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00049566084606,55.2699058195,-2.48469084455
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19560,31.9336581477,14.4008533111,-28.9148367737,-30.3553603325,-31.4054630613,0.591572995108,0.594238084856,-1.54051430519e-05,173,0.673469616515,8.24933159204e-06,68375.4623017,141024.537698,104.690111545,10.35276,10.59828,20.95104,169.767546154,169.865205781,169.929622752,169.982857671,4,4.0750465833,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000494959895523,55.1625215505,-2.48469084222
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19590,31.916737032,14.3844298668,-28.9181867484,-30.358275253,-31.4080607053,0.591117193735,0.593776437743,-1.53713526495e-05,173,0.673716921654,8.23768332116e-06,68323.6766057,141076.323394,104.677726882,10.35276,10.59828,20.95104,169.716307195,169.813904581,169.878280473,169.931481436,4,4.07473863418,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00049426099927,55.0554422027,-2.48469084129
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19620,31.8998121059,14.3680168128,-28.9215345903,-30.3611883165,-31.4106566941,0.590662381899,0.593315802411,-1.53376908244e-05,173,0.673963877855,8.22606910604e-06,68271.9639771,141128.036023,104.665278604,10.35276,10.59828,20.95104,169.6651006,169.762635914,169.826970838,169.880137937,4,4.07443081152,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000493564146362,54.9486663237,-2.48469084082
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19650,31.8828834275,14.3516141212,-28.9248803052,-30.3640995281,-31.4132510322,0.590208555884,0.592856175015,-1.53041568281e-05,173,0.674210486139,8.21448876557e-06,68220.3242026,141179.675797,104.652767167,10.35276,10.59828,20.95104,169.613926282,169.711399692,169.775693759,169.828827086,4,4.07412311487,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000492869325934,54.8421924704,-2.48469084082
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19680,31.865951055,14.3352217643,-28.9282238988,-30.3670088929,-31.4158437241,0.589755711995,0.592397551731,-1.52707499176e-05,173,0.674456747518,8.20294211986e-06,68168.7570697,141231.24293,104.640193028,10.35276,10.59828,20.95104,169.562784155,169.660195827,169.724449149,169.777548794,4,4.07381554381,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000492176527191,54.7360192093,-2.48469084175
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19710,31.8490150462,14.3188397147,-28.9315653769,-30.3699164157,-31.4184347742,0.589303846558,0.591939928757,-1.52374693557e-05,173,0.674702663001,8.19142899021e-06,68117.2623676,141282.737632,104.627556637,10.35276,10.59828,20.95104,169.511674134,169.609024234,169.673236919,169.726302974,4,4.0735080979,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000491485739412,54.6301451163,-2.48469083989
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19740,31.8320754589,14.302467945,-28.934904745,-30.3728221016,-31.4210241868,0.58885295592,0.591483302313,-1.52043144103e-05,173,0.674948233591,8.17994919911e-06,68065.8398861,141334.160114,104.614858447,10.35276,10.59828,20.95104,169.460596134,169.557884827,169.622056984,169.675089539,4,4.07320077671,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000490796951947,54.5245687767,-2.48469083942
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19770,31.8151323504,14.286106428,-28.9382420088,-30.3757259554,-31.4236119665,0.58840303645,0.591027668643,-1.51712843553e-05,173,0.675193460285,8.16850257024e-06,68014.4894164,141385.510584,104.602098905,10.35276,10.59828,20.95104,169.409550069,169.50677752,169.570909257,169.623908401,4,4.07289357983,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000490110154214,54.4192887849,-2.48469083756
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19800,31.7981857778,14.2697551366,-28.941577174,-30.3786279821,-31.4261981174,0.587954084535,0.59057302401,-1.51383784696e-05,173,0.675438344075,8.15708892844e-06,67963.2107507,141436.789249,104.589278457,10.35276,10.59828,20.95104,169.358535857,169.455702227,169.519793653,169.572759475,4,4.07258650682,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000489425335706,54.3143037446,-2.48469083849
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19830,31.7812357982,14.2534140442,-28.9449102461,-30.3815281865,-31.4287826441,0.587506096586,0.5901193647,-1.51055960376e-05,173,0.675682885948,8.14570809972e-06,67912.0036824,141487.996318,104.576397546,10.35276,10.59828,20.95104,169.307553414,169.404658866,169.468710086,169.521642675,4,4.07227955727,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000488742485983,54.2096122688,-2.48469083896
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19860,31.7642824681,14.2370831239,-28.9482412306,-30.3844265733,-31.4313655507,0.587059069032,0.589666687021,-1.5072936349e-05,173,0.675927086887,8.13435991123e-06,67860.8680058,141539.131994,104.563456616,10.35276,10.59828,20.95104,169.256602657,169.353647352,169.417658473,169.470557916,4,4.07197273077,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000488061594674,54.1052129792,-2.48469084129
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19890,31.7473258441,14.2207623493,-28.951570133,-30.3873231475,-31.4339468416,0.586612998324,0.589214987299,-1.50403986988e-05,173,0.676170947868,8.12304419129e-06,67809.8035165,141590.196484,104.550456103,10.35276,10.59828,20.95104,169.205683504,169.302667601,169.366638729,169.419505113,4,4.07166602689,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000487382651477,54.0011045068,-2.48469084129
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19920,31.7303659824,14.204451694,-28.9548969589,-30.3902179137,-31.436526521,0.586167880932,0.588764261885,-1.50079823871e-05,173,0.676414469862,8.11176076933e-06,67758.810011,141641.189989,104.537396447,10.35276,10.59828,20.95104,169.154795873,169.25171953,169.31565077,169.368484183,4,4.07135944523,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00048670564616,53.8972854914,-2.48469084222
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19950,31.7134029389,14.1881511319,-28.9582217136,-30.3931108768,-31.439104593,0.585723713347,0.588314507149,-1.49756867195e-05,173,0.676657653835,8.10050947594e-06,67707.8872869,141692.112713,104.524278081,10.35276,10.59828,20.95104,169.103939682,169.200803059,169.264694514,169.317495042,4,4.07105298538,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000486030568556,53.7937545818,-2.48469084082
metabolic_rate_plus10,metabolic_rate,plus10,102.3,19980,31.6964367695,14.1718606368,-28.9615444025,-30.3960020413,-31.441681062,0.585280492078,0.587865719483,-1.49435110063e-05,173,0.67690050075,8.0892901428e-06,67657.035143,141742.964857,104.511101439,10.35276,10.59828,20.95104,169.053114852,169.149918103,169.213769878,169.266537606,4,4.07074664693,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000485357408568,53.6905104353,-2.48469084082
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20010,31.6794675296,14.1555801831,-28.964865031,-30.3988914121,-31.4442559321,0.584838213657,0.587417895296,-1.49114545633e-05,173,0.677143011562,8.07810260272e-06,67606.253379,141793.746621,104.497866951,10.35276,10.59828,20.95104,169.0023213,169.099064584,169.162876781,169.215611794,4,4.07044042947,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000484686156163,53.5875517183,-2.48469084082
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20040,31.6624952745,14.1393097449,-28.9681836045,-30.4017789936,-31.4468292074,0.584396874632,0.586971031023,-1.4879516711e-05,173,0.677385187222,8.06694668962e-06,67555.5417957,141844.458204,104.484575045,10.35276,10.59828,20.95104,168.951558949,169.048242418,169.11201514,169.164717524,4,4.07013433262,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000484016801377,53.4848771055,-2.48469083989
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20070,31.6455200594,14.1230492967,-28.9715001282,-30.4046647907,-31.449400892,0.583956471572,0.586525123114,-1.4847696775e-05,173,0.677627028678,8.05582223849e-06,67504.9001949,141895.099805,104.471226148,10.35276,10.59828,20.95104,168.900827717,168.997451527,169.061184876,169.113854713,4,4.06982835597,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.00048334933431,53.3824852805,-2.48469083942
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20100,31.6285419391,14.1067988131,-28.9748146074,-30.4075488077,-31.4519709901,0.583517001067,0.586080168044,-1.48159940861e-05,173,0.67786853687,8.04472908544e-06,67454.3283795,141945.67162,104.457820684,10.35276,10.59828,20.95104,168.850127527,168.946691831,169.010385907,169.063023282,4,4.06952249912,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000482683745126,53.2803749353,-2.48469083942
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20130,31.6115609681,14.090558269,-28.9781270473,-30.4104310494,-31.4545395056,0.583078459723,0.585636162303,-1.47844079797e-05,173,0.678109712734,8.03366706763e-06,67403.8261535,141996.173847,104.444359075,10.35276,10.59828,20.95104,168.7994583,168.895963249,168.959618153,169.01222315,4,4.06921676168,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000482020024058,53.1785447704,-2.48469083849
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20160,31.5945772008,14.0743276392,-28.9814374532,-30.4133115202,-31.4571064427,0.582640844167,0.585193102406,-1.47529377962e-05,173,0.678350557203,8.02263602331e-06,67353.3933216,142046.606678,104.430841741,10.35276,10.59828,20.95104,168.748819958,168.845265704,168.908881536,168.961454236,4,4.06891114327,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000481358161399,53.0769934946,-2.4846908357
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20190,31.5775906915,14.0581068988,-28.9847458301,-30.4161902246,-31.4596718054,0.582204151045,0.584750984883,-1.47215828808e-05,173,0.678591071204,8.0116357918e-06,67303.0296899,142096.97031,104.417269099,10.35276,10.59828,20.95104,168.698212424,168.794599117,168.858175976,168.910716461,4,4.06860564349,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000480698147508,52.9757198252,-2.4846908357
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20220,31.5606014941,14.041896023,-28.9880521833,-30.4190671671,-31.4622355976,0.58176837702,0.584309806287,-1.46903425835e-05,173,0.678831255657,8.00066621345e-06,67252.7350653,142147.264935,104.403641566,10.35276,10.59828,20.95104,168.647635621,168.74396341,168.807501395,168.860009747,4,4.06830026196,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000480039972807,52.8747224877,-2.48469083291
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20250,31.5436096622,14.0256949874,-28.9913565179,-30.4219423523,-31.4647978234,0.581333518775,0.583869563188,-1.46592162591e-05,173,0.679071111481,7.98972712969e-06,67202.5092558,142197.490744,104.389959554,10.35276,10.59828,20.95104,168.597089473,168.693358506,168.756857714,168.809334014,4,4.06799499829,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000479383627781,52.7740002158,-2.48469083291
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20280,31.5266152494,14.0095037673,-28.9946588388,-30.4248157843,-31.4673584866,0.580899573013,0.583430252178,-1.46282032671e-05,173,0.679310639589,7.97881838297e-06,67152.3520702,142247.64793,104.376223476,10.35276,10.59828,20.95104,168.546573903,168.642784327,168.706244857,168.758689186,4,4.06768985212,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000478729102978,52.6735517516,-2.48469083197
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20310,31.5096183088,13.9933223386,-28.9979591513,-30.4276874678,-31.4699175912,0.580466536451,0.582991869865,-1.45973029715e-05,173,0.679549840886,7.96793981679e-06,67102.2633184,142297.736682,104.362433741,10.35276,10.59828,20.95104,168.496088836,168.592240799,168.655662746,168.708075184,4,4.06738482305,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000478076389007,52.5733758449,-2.48469083291
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20340,31.4926188936,13.977150677,-29.0012574602,-30.4305574071,-31.4724751411,0.580034405829,0.582554412879,-1.45665147411e-05,173,0.679788716278,7.95709127565e-06,67052.2428114,142347.757189,104.348590756,10.35276,10.59828,20.95104,168.445634197,168.541727844,168.605111305,168.657491931,4,4.06707991072,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000477425476539,52.4734712538,-2.48469082825
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20370,31.4756170566,13.9609887585,-29.0045537705,-30.4334256064,-31.4750311401,0.579603177901,0.582117877866,-1.45358379492e-05,173,0.680027266662,7.94627260509e-06,67002.2903611,142397.709639,104.334694926,10.35276,10.59828,20.95104,168.395209912,168.491245387,168.554590458,168.606939351,4,4.06677511474,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000476776356306,52.3738367444,-2.48469083104
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20400,31.4586128503,13.9448365594,-29.0078480873,-30.4362920701,-31.4775855921,0.579172849442,0.581682261494,-1.45052719737e-05,173,0.680265492931,7.93548365167e-06,66952.4057802,142447.59422,104.320746656,10.35276,10.59828,20.95104,168.344815906,168.440793353,168.504100129,168.556417367,4,4.06647043476,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.0004761290191,52.2744710905,-2.48469083011
metabolic_rate_plus10,metabolic_rate,plus10,102.3,20430,31.4416063272,13.9286940558,-29.0111404153,-30.4391568025,-31.4801385009,0.578743417244,0.581247560446,-1.4474816197e-05,173,0.680503395976,7.92472426292e-06,66902.5888826,142497.411117,104.306746345,10.35276,10.59828,20.95104,168.294452106,168.390371668,168.453640243,168.505925905,4,4.06616587041,20.9578147716,20.9578147716,3,102.3,2400,1,55802.4905786,0.000475483455775,52.1753730741,-2.48469082685
