case_id,state_dimension,wind_speed_m_s,h_in_W_m2K,h_forced_W_m2K,metabolic_rate_W_m2,respiratory_loss_W_m2,tau_blood_flow_s,beta_DSC_K_min,t15_reached,t15_s,t15_min,t10_reached,t10_s,t10_min,T_core_at_t15_C,T_core_at_t10_C,T_pcm_at_t15_C,T_pcm_at_t10_C,pcm_phase_fraction_at_t15,pcm_phase_fraction_at_t10,skin_blood_flow_at_t15,skin_blood_flow_eq_at_t15,skin_blood_flow_at_t10,skin_blood_flow_eq_at_t10,alpha_skin_at_t15,alpha_skin_at_t10,max_abs_energy_balance_residual_J,final_energy_balance_residual_J,relative_energy_balance_error,pcm_latent_limit_J,pcm_latent_min_J,pcm_latent_max_J
Q2,6,3,4,20.9578147716,93,19.0464,173,10,True,17565.3794852,292.756324754,True,26317.3599012,438.62266502,31.7322096818,26.2601527816,-30.2481504047,-31.1329071842,1,1,0.611842342681,0.608695652174,0.500019290873,0.5,0.66418128826,0.728302523724,1.91478269565,-1.89364226907,3.80992897612e-07,55802.4905786,0,55802.4905786
