outer_layer_count,added_outer_layer_count,outer_thickness_mm,state_dimension,garment_mass_kg,baseline_garment_mass_kg,added_garment_mass_kg,maximum_external_load_kg,external_load_margin_kg,baseline_cost_yuan,added_cost_yuan,total_cost_yuan,maximum_total_cost_yuan,budget_utilization_pct,weight_penalty_s_per_kg,weight_penalty_s,weight_penalty_min,t15_s,t15_min,t10_s,t10_min,t_core_35_s,t_core_35_min,objective_mode,standing_time_score_s,standing_time_score_min,safe_limit_active,safe_standing_time_s,safe_standing_time_min,safe_score_s,safe_score_min,T_skin_at_t15_C,T_core_at_t15_C,T_pcm_at_t15_C,T_skin_at_safe_limit_C,T_core_at_safe_limit_C,T_pcm_at_safe_limit_C,pcm_phase_fraction_at_safe_limit,max_abs_energy_balance_residual_J,relative_energy_balance_error,solver_method,rtol,atol,max_step_s
4,3,1.2,9,1.500354615,0.9427708650000001,0.5575837499999999,100.0,98.499645385,377.09182500000003,167.27512500000006,544.3669500000001,565.6377375000001,88.7185104052574,20.0,11.151675,0.18586124999999998,44100.04921704313,735.0008202840522,64989.949427769585,1083.1658237961597,16273.367138152884,271.2227856358814,problem1_t15_plus_insulation_gain_minus_added_mass_penalty,44088.89754204313,734.8149590340522,core_35C,16273.367138152884,271.2227856358814,16262.215463152885,271.03692438588143,15.0,26.34158987258331,-18.25770703354247,23.55021286336472,35.0,-15.283503931204574,1.0,0.007322131539694965,1.3386624353053304e-09,RK45,1e-09,1e-11,1.0
