selection_rule,outer_layer_count,added_outer_layer_count,outer_thickness_mm,state_dimension,garment_mass_kg,baseline_cost_yuan,added_cost_yuan,total_cost_yuan,maximum_total_cost_yuan,budget_utilization_pct,weight_penalty_s,load_capacity_time_s,load_capacity_time_min,t15_s,t15_min,t10_s,t10_min,objective_standing_time_s,objective_standing_time_min,active_constraint,T_skin_at_standing_limit_C,T_core_at_standing_limit_C,T_pcm_at_standing_limit_C,pcm_phase_fraction_at_standing_limit,max_abs_energy_balance_residual_J,relative_energy_balance_error,solver_method,rtol,atol,max_step_s
maximize_min_t15_and_declining_load_time,1,0,0.3,6,0.9427708650000001,377.09182500000003,0.0,377.09182500000003,565.6377375000001,0.0,18.8554173,1981.1445827,33.01907637833333,40717.233313052486,678.6205552175414,60010.271338409155,1000.1711889734859,1981.1445827,33.01907637833333,declining_load,31.753523567890557,37.35097545759665,-13.927473775936276,1.0,0.7733204036630923,1.462558935286336e-07,RK45,1e-07,1e-09,5.0
