selection_rule,outer_layer_count,added_outer_layer_count,outer_thickness_mm,state_dimension,garment_mass_kg,baseline_cost_yuan,added_cost_yuan,total_cost_yuan,maximum_total_cost_yuan,budget_utilization_pct,weight_penalty_s,weight_penalty_min,load_capacity_time_s,load_capacity_time_min,t15_s,t15_min,t10_s,t10_min,objective_mode,objective_standing_time_s,objective_standing_time_min,hard_constraint_standing_time_s,hard_constraint_standing_time_min,hard_constraint_active,T_skin_at_objective_time_C,T_core_at_objective_time_C,T_pcm_at_objective_time_C,pcm_phase_fraction_at_objective_time,max_abs_energy_balance_residual_J,relative_energy_balance_error,solver_method,rtol,atol,max_step_s
maximize_t15_minus_time_equivalent_weight_penalty,4,3,1.2,9,1.500354615,377.09182500000003,167.27512500000006,544.3669500000001,565.6377375000001,88.7185104052574,30.0070923,0.500118205,1969.9929076999997,32.83321512833333,44100.049727937905,735.0008287989651,64989.949939056685,1083.1658323176114,soft_weight_penalty,44070.0426356379,734.5007105939651,1969.9929076999997,32.83321512833333,declining_load,15.007869929336527,26.350262779859257,-18.254949809619415,1.0,0.5737071462790482,1.0488751539966387e-07,RK45,1e-07,1e-09,5.0
