outer_layer_count,outer_thickness_mm,time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_outer_surface_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,alpha_skin,q_outer_air_W_m2,h_out_W_m2K,c_eff_pcm_J_kgK,pcm_phase_fraction,garment_mass_kg,added_garment_mass_kg,maximum_external_load_kg,external_load_margin_kg,T_outer_1_C,energy_balance_residual_J,T_outer_2_C,T_outer_3_C,T_outer_4_C
1,0.3,8760.0,36.69495750590569,26.37969648681413,-14.668795604357978,-15.698616097393087,-16.44976700772191,1.3518873051906717,1.3660974754388207,0.42362241769010933,121.65721459187664,5.242950519814771,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.44976700772191,-0.12855720845982432,,,
1,0.3,8790.0,36.688709145483365,26.363282945207455,-14.674369198835135,-15.70391525436816,-16.454864685930342,1.349510746235199,1.36364028638486,0.4241038168239015,121.6243948979059,5.242666774804897,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.454864685930342,-0.1285572089254856,,,
1,0.3,8820.0,36.68243904708765,26.346902722297486,-14.679931296997912,-15.709203479492157,-16.459951852924497,1.3471473273391472,1.3611970121087276,0.4245836948755418,121.59164461656785,5.242383568930382,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.459951852924497,-0.12855721055530012,,,
1,0.3,8850.0,36.676147301260194,26.33055561485238,-14.685481970237175,-15.714480840703558,-16.465028574048656,1.344796925202249,1.3587675191496171,0.4250620621179856,121.55896331673245,5.2421008988197295,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.465028574048656,-0.12855721125379205,,,
1,0.3,8880.0,36.66983399826544,26.31424142131562,-14.691021289343556,-15.719747405369256,-16.470094914097224,1.3424594181034395,1.3563516757940386,0.42553892872647303,121.52635057091689,5.241818761129331,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.470094914097224,-0.12855721171945333,,,
1,0.3,8910.0,36.663499228090785,26.29795994178762,-14.696549324514242,-15.72500324029098,-16.47515093732099,1.3401346858753598,1.353949352046961,0.4260143047797387,121.49380595524427,5.24153715254316,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.47515093732099,-0.1285572131164372,,,
1,0.3,8940.0,36.65714308044673,26.281710978007595,-14.702066145359632,-15.73024841171168,-16.480196707433187,1.337822609879359,1.3515604196035265,0.4264882002612004,121.46132904940285,5.241256069772454,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.480196707433187,-0.12855721404775977,,,
1,0.3,8970.0,36.65076564476706,26.265494333335646,-14.70757182090992,-15.735482985321804,-16.48523228761557,1.3355230729809744,1.3491847518213298,0.42696062506013066,121.42891943660604,5.24097550955542,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.48523228761557,-0.12855721404775977,,,
1,0.3,9000.0,36.64436701020904,26.249309812735184,-14.713066419621585,-15.740707026265436,-16.490257740524356,1.333235959525898,1.3468222236932472,0.42743158897281053,121.39657670355258,5.240695468656929,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.490257740524356,-0.1285572147462517,,,
1,0.3,9030.0,36.63794726565359,26.233157222755533,-14.71855000938376,-15.745920599146432,-16.49527312829607,1.3309611553163982,1.344472711820801,0.4279011017036646,121.36430044038786,5.240415943868227,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.49527312829607,-0.12855721614323556,,,
1,0.3,9060.0,36.6315064997055,26.21703637151479,-14.72402265752454,-15.751123768034375,-16.50027851255331,1.328698547588197,1.3421360943880505,0.42836917286637877,121.33209024066542,5.240136932006641,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-16.50027851255331,-0.12855721591040492,,,
