model_name,model_variant,state_dimension,tau_blood_flow_s,skin_blood_flow_initial,t15_s,t15_min,t10_s,t10_min,T_core_at_t15_C,T_core_at_t10_C,T_pcm_at_t15_C,T_pcm_at_t10_C,skin_blood_flow_at_t15,skin_blood_flow_eq_at_t15,skin_blood_flow_at_t10,skin_blood_flow_eq_at_t10,alpha_skin_at_t15,alpha_skin_at_t10,pcm_phase_fraction_at_t15,pcm_phase_fraction_at_t10,max_abs_energy_balance_residual_J,relative_energy_balance_error,M0_W_m2,T_skin_initial_C,beta_DSC_K_min,h_in_W_m2K,lambda_out,p_a_Torr
Model 6 - Dynamic SBF,dynamic_sbf,6,173.0,6.3,40717.233313052486,678.6205552175414,60010.271338409155,1000.1711889734859,26.511009754933312,21.036406576762147,-19.3794186132916,-21.02098248229898,0.6101405097658753,0.608695652173913,0.5000000177541564,0.5,0.6650672629720803,0.7283147140167727,1.0,1.0,0.7949241274327505,1.5034174450128387e-07,70.0,37.0,10.0,3.0,1.0,0.0
