time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_layer3_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,skin_blood_flow_L_m2_h,d_skin_blood_flow_dt_L_m2_h_s,tau_blood_flow_s,alpha_skin,alpha_dot_1_s,C_core_J_K,C_skin_J_K,G_cs_W_m2K,q_cs_W_m2,q_res_lat_W_m2,q_res_sens_W_m2,q_res_total_W_m2,q_s1_W_m2,q_12_W_m2,q_23_W_m2,q_3inf_W_m2,h_in_W_m2K,h_out_W_m2K,c_eff_pcm_J_kgK,pcm_phase_fraction,pcm_latent_released_J,dm_core_to_skin_kg_s,enthalpy_mass_transfer_W,mass_redistribution_correction_W,energy_balance_residual_J
7205.0,36.98674778593232,27.281725265638517,-14.362170143989173,-15.40708439611273,-16.16932671807846,1.4967437387817317,1.5165165606647217,1.5165165606647217,-0.00011429376810976885,173.0,0.39629646605942814,1.9277366122274593e-05,126415.52000715575,82984.47999284425,7.043708760053072,68.35935214270582,7.0840000000000005,7.252000000000001,14.336000000000002,123.03192850925488,123.2153222157257,123.34750368759651,123.46541586516175,3.0,5.258489792046608,2400.0,1.0,55802.49057864119,0.0011566419673364756,149.3036822885008,39.17607482980182,-0.13782409974373877
7210.0,36.98591784669609,27.278644108162208,-14.363218730251,-15.40808138490163,-16.170285754454074,1.4961961187523567,1.515945431661394,1.515945431661394,-0.00011415787808692118,173.0,0.39639282175275636,1.9264913971235128e-05,126395.34312497282,83004.65687502718,7.043044537022202,68.36876127356014,7.0840000000000005,7.252000000000001,14.336000000000002,123.02592351971464,123.20923788943834,123.34136215582542,123.45922331977182,3.0,5.258436885871436,2400.0,1.0,55802.49057864119,0.0011558948382741077,149.2038920321135,39.15985075221705,-0.1378241004422307
7215.0,36.98508716034812,27.275564255747906,-14.364266863062667,-15.40907794237749,-16.171244376068913,1.4956491309933542,1.5153749814358055,1.5153749814358055,-0.00011402225689278233,173.0,0.39648911522673635,1.9252478377783063e-05,126375.17927152141,83024.82072847859,7.042381103409842,68.37816062648162,7.0840000000000005,7.252000000000001,14.336000000000002,123.01992104616015,123.20315617353975,123.33522330257314,123.45303351367781,3.0,5.258384000981036,2400.0,1.0,55802.49057864119,0.0011551487026669838,149.10423132504206,39.143640325807425,-0.137824100907892
7220.0,36.98425572737449,27.2724857068779,-14.365314542963599,-15.410074069053874,-16.172202583416986,1.4951027742881629,1.514805208645631,1.514805208645631,-0.00011388690380039366,173.0,0.3965853465640775,1.9240059310467208e-05,126355.02842948218,83044.97157051782,7.041718457654869,68.38755020983002,7.0840000000000005,7.252000000000001,14.336000000000002,123.0139210857012,123.19707706498035,123.32908712467565,123.44684644361236,3.0,5.258331137350111,2400.0,1.0,55802.49057864119,0.0011544035586280325,149.00469992286716,39.12744353411167,-0.13782409951090813
7225.0,36.98342354826106,27.26940846003697,-14.366361770492311,-15.411069765443472,-16.173160376991476,1.4945570474234184,1.5142361119521737,1.5142361119521737,-0.00011375181808529035,173.0,0.39668151584733213,1.9227656737915973e-05,126334.89058156864,83065.10941843136,7.041056598200378,68.39693003195823,7.0840000000000005,7.252000000000001,14.336000000000002,123.0079236354522,123.19100056071487,123.32295361897586,123.44066210631375,3.0,5.258278294953406,2400.0,1.0,55802.49057864119,0.0011536594042749584,148.90529758178627,39.11126036069697,-0.13782409904524684
7230.0,36.982590623493515,27.266332513712374,-14.367408546186413,-15.412065032058127,-16.174117757284712,1.4940119491889439,1.5136676900203534,1.5136676900203534,-0.00011361699902548861,173.0,0.39677762315889575,1.9215270628836704e-05,126314.76571052722,83085.23428947278,7.040395523493672,68.40630010121222,7.0840000000000005,7.252000000000001,14.336000000000002,123.00192869253227,123.18492665770503,123.3168227823164,123.43448049852584,3.0,5.258225473765712,2400.0,1.0,55802.49057864119,0.0011529162377302022,148.80602405860884,39.09509078915809,-0.1378241020720452
7235.0,36.98175695355734,27.263257866393847,-14.368454870582605,-15.413059869408796,-16.17507472478822,1.4934674783777375,1.5130999415186934,1.5130999415186934,-0.0001134824459014792,173.0,0.3968736685810075,1.9202900952016063e-05,126294.65379913703,83105.34620086297,7.03973523198624,68.41566042593094,7.0840000000000005,7.252000000000001,14.336000000000002,122.99593625406513,123.17885535291504,123.31069461155278,123.42830161699789,3.0,5.258172673761858,2400.0,1.0,55802.49057864119,0.0011521740571209637,148.70687911075908,39.07893480311856,-0.13782410160638392
7240.0,36.980922538937804,27.260184516573595,-14.369500744216685,-15.414054278005596,-16.176031279992674,1.4929236337859646,1.5125328651193082,1.5125328651193082,-0.00011334815799620566,173.0,0.396969652195751,1.919054767631786e-05,126274.55483020974,83125.44516979026,7.039075722133756,68.4250110144464,7.0840000000000005,7.252000000000001,14.336000000000002,122.98994631717912,123.17278664331661,123.30456910353855,123.42212545848477,3.0,5.2581198949167165,2400.0,1.0,55802.49057864119,0.0011514328605790715,148.60786249625914,39.06279238622668,-0.13782410137355328
7245.0,36.980087380120004,27.257112462746296,-14.370546167623555,-15.415048258357771,-16.176987423387928,1.492380414212945,1.5119664594978919,1.5119664594978919,-0.00011321413459506811,173.0,0.39706557408505405,1.917821077068512e-05,126254.46878658968,83145.53121341032,7.038416992396049,68.43435187508368,7.0840000000000005,7.252000000000001,14.336000000000002,122.98395887900725,123.16672052588446,123.29844625513587,123.41595201974681,3.0,5.2580671372052015,2400.0,1.0,55802.49057864119,0.0011506926462411073,148.50897397374524,39.04666352216024,-0.13782409974373877
7250.0,36.979251477588825,27.25404170340908,-14.371591141337207,-15.41604181097372,-16.177943155463012,1.4918378184611436,1.5114007233337052,1.5114007233337052,-0.00011308037498590536,173.0,0.3971614343306895,1.916589020413861e-05,126234.39565115362,83165.60434884638,7.037759041237099,68.44368301616092,7.0840000000000005,7.252000000000001,14.336000000000002,122.97797393668708,123.16065699760036,123.29232606321094,123.40978129754976,3.0,5.258014400602267,2400.0,1.0,55802.49057864119,0.0011499534122483166,148.41021330245616,39.03054819462389,-0.13782410067506135
7255.0,36.97841483182894,27.250972237061525,-14.372635665890746,-15.417034936360972,-16.17889847670614,1.4912958453361573,1.5108356553095634,1.5108356553095634,-0.00011294687845899478,173.0,0.3972572330142756,1.915358594577818e-05,126214.33540681069,83185.66459318931,7.037101867125022,68.45300444598927,7.0840000000000005,7.252000000000001,14.336000000000002,122.97199148736082,123.15459605544862,123.28620852463796,123.40361328866494,3.0,5.257961685082914,2400.0,1.0,55802.49057864119,0.0011492151567466908,148.31158024224354,39.01444638735236,-0.13782410160638392
7260.0,36.97757744332487,27.247904062205674,-14.373679741816378,-15.418027635026212,-16.179853387604698,1.49075449364671,1.5102712541118246,1.5102712541118246,-0.00011281364430702037,173.0,0.3973529702172761,1.914129796477888e-05,126194.28803650239,83205.71196349761,7.036445468532053,68.4623161728731,7.0840000000000005,7.252000000000001,14.336000000000002,122.96601152817523,123.14853769641965,123.28009363629349,123.39744798986901,3.0,5.257908990622177,2400.0,1.0,55802.49057864119,0.0011484778778867327,148.21307455354219,38.99835808410303,-0.137824100907892
7265.0,36.97673931256089,27.244837177346,-14.374723369645412,-15.41901990747527,-16.180807888645255,1.490213762204637,1.5097075184303774,1.5097075184303774,-0.00011268067182508933,173.0,0.39744864602100083,1.9129026230395178e-05,126174.25352320242,83225.74647679758,7.035789843934529,68.47161820510966,7.0840000000000005,7.252000000000001,14.336000000000002,122.96003405628166,123.14248191750929,123.27398139506093,123.39128539794417,3.0,5.257856317195138,2400.0,1.0,55802.49057864119,0.0011477415738237106,148.1146959974023,38.98228326866484,-0.13782410183921456
7270.0,36.975900440021086,27.24177158098942,-14.375766549908274,-15.42001175421314,-16.181761980313556,1.4896736498248773,1.5091444469586286,1.5091444469586286,-0.00011254796031070131,173.0,0.3975442605066065,1.911677071195725e-05,126154.2318499166,83245.7681500834,7.035134991812885,68.48091055098932,7.0840000000000005,7.252000000000001,14.336000000000002,122.95405906883606,123.13642871571837,123.26787179782573,123.38512550967802,3.0,5.257803664776918,2400.0,1.0,55802.49057864119,0.001147006242717435,148.01644433546085,38.96622192485118,-0.13782410300336778
7275.0,36.97506082618937,27.23870727164527,-14.376809283134495,-15.421003175743948,-16.182715663094548,1.4891341553254622,1.508582038393492,1.508582038393492,-0.00011241550906375609,173.0,0.39763981375509594,1.9104531378873614e-05,126134.22299968291,83265.77700031709,7.034480910651632,68.49019321879562,7.0840000000000005,7.252000000000001,14.336000000000002,122.9480865629989,123.1303780880511,123.261764841484,123.3789683218635,3.0,5.257751033342679,2400.0,1.0,55802.49057864119,0.0011462718827324168,147.9183193299622,38.95017403650587,-0.13782410183921456
7280.0,36.974220471549444,27.235644247825338,-14.377851569852721,-15.421994172570985,-16.18366893747235,1.4885952775275075,1.5080202914353757,1.5080202914353757,-0.00011228331738652148,173.0,0.39773530584731986,1.909230820062723e-05,126114.22695557123,83285.77304442877,7.033827598939342,68.49946621680509,7.0840000000000005,7.252000000000001,14.336000000000002,122.94211653593518,123.1243300315178,123.2556605229335,123.37281383129901,3.0,5.257698422867624,2400.0,1.0,55802.49057864119,0.0011455384920376337,147.8203207437277,38.934139587495444,-0.1378241004422307
7285.0,36.973379376584795,27.232582508043805,-14.378893410590713,-15.422984745196707,-16.184621803930273,1.4880570152551986,1.5074592047881705,1.5074592047881705,-0.00011215138458365262,173.0,0.3978307368639761,1.9080101146780103e-05,126094.24370068341,83305.75629931659,7.033175055168643,68.50872955328732,7.0840000000000005,7.252000000000001,14.336000000000002,122.93614898481452,123.11828454313459,123.2495588390755,123.36666203478839,3.0,5.257645833326998,2400.0,1.0,55802.49057864119,0.0011448060688068061,147.72244834019128,38.918118561719005,-0.1378241004422307
7290.0,36.97253754177872,27.229522050817284,-14.379934805875351,-15.42397489412271,-16.185574262950826,1.4875193673357854,1.5068987771592377,1.5068987771592377,-0.00011201970996215214,173.0,0.3979261068856109,1.9067910186968017e-05,126074.27321815307,83325.72678184693,7.0325232778361935,68.51798323650493,7.0840000000000005,7.252000000000001,14.336000000000002,122.93018390681097,123.11224161991974,123.24345978682219,123.36051292914078,3.0,5.257593264696087,2400.0,1.0,55802.49057864119,0.001144074611218081,147.62470188335882,38.90211094309793,-0.13782410277053714
7295.0,36.97169496761433,27.226462874664794,-14.380975756232633,-15.424964619849769,-16.186526315015694,1.4869823325995695,1.5063390072593987,1.5063390072593987,-0.00011188829283138304,173.0,0.39802141599261853,1.9055735290904057e-05,126054.31549114568,83345.68450885432,7.031872265442681,68.5272272747138,7.0840000000000005,7.252000000000001,14.336000000000002,122.9242212991032,123.10620125889925,123.2373633630837,123.35436651117071,3.0,5.257540716950215,2400.0,1.0,55802.49057864119,0.0011433441174542435,147.5270811378354,38.88611671558356,-0.13782410183921456
7300.0,36.97085165457453,27.223404978107762,-14.382016262187678,-15.425953922877811,-16.18747796060577,1.486445909879895,1.5057798938029208,1.5057798938029208,-0.0001117571325030391,173.0,0.3981166642652424,1.904357642837505e-05,126034.37050285825,83365.62949714175,7.031222016492797,68.53646167616269,7.0840000000000005,7.252000000000001,14.336000000000002,122.91826115887432,123.10016345710244,123.23126956477998,123.3482227776981,3.0,5.257488190064752,2400.0,1.0,55802.49057864119,0.0011426145857025031,147.42958586879772,38.870135863150225,-0.13782410346902907
7305.0,36.97000760314202,27.22034835967001,-14.383056324264729,-15.426942803705934,-16.18842920020114,1.485910098013137,1.5052214355075082,1.5052214355075082,-0.00011162622829116297,173.0,0.39821185178357454,1.903143356924598e-05,126014.43823651949,83385.56176348051,7.030572529495233,68.54568644909361,7.0840000000000005,7.252000000000001,14.336000000000002,122.91230348331192,123.09412821156413,123.225178388835,123.34208172554816,3.0,5.257435684015102,2400.0,1.0,55802.49057864119,0.001141886014154759,147.33221584202818,38.8541683698048,-0.13782410137355328
7310.0,36.969162813799294,27.217293017877754,-14.384095942987154,-15.427931262832399,-16.189380034281086,1.4853748958386943,1.5046636310942887,1.5046636310942887,-0.00011149557951210625,173.0,0.39830697862755693,1.901930668345464e-05,125994.51867538958,83405.48132461042,7.029923802962658,68.55490160174143,7.0840000000000005,7.252000000000001,14.336000000000002,122.90634826960815,123.0880955193237,123.21908983217762,123.33594335155136,3.0,5.257383198776714,2400.0,1.0,55802.49057864119,0.0011411584010072786,147.23497082387357,38.838214219576045,-0.13782410160638392
7315.0,36.96831728702867,27.214238951259603,-14.38513511887745,-15.428919300754625,-16.1903304633241,1.4848403021989764,1.5041064792878023,1.5041064792878023,-0.00011136518548454237,173.0,0.39840204487698117,1.900719574101519e-05,125974.61180276015,83425.38819723985,7.029275835411714,68.56410714233441,7.0840000000000005,7.252000000000001,14.336000000000002,122.90039551495958,123.08206537742413,123.21300389174382,123.32980765254366,3.0,5.257330734325077,2400.0,1.0,55802.49057864119,0.0011404317444609114,147.13785058127272,38.82227339652255,-0.1378241025377065
7320.0,36.96747102331224,27.21118615834655,-14.386173852457242,-15.429906917969221,-16.191280487807855,1.4843063159393974,1.50354997881599,1.50354997881599,-0.00011123504552943714,173.0,0.3984970506114893,1.8995100712014493e-05,125954.71760195414,83445.28239804586,7.028628625362996,68.57330307909362,7.0840000000000005,7.252000000000001,14.336000000000002,122.89444521656733,123.07603778291549,123.20692056447085,123.32367462536621,3.0,5.2572782906357185,2400.0,1.0,55802.49057864119,0.0011397060427208697,147.04085488172788,38.806345884725395,-0.13782410440035164
7325.0,36.966624023131914,27.208134637671957,-14.387212144247284,-15.43089411497196,-16.192230108209248,1.4837729359083607,1.5029941284101827,1.5029941284101827,-0.00011110515897006919,173.0,0.3985919959105738,1.8983021566617024e-05,125934.83605632585,83465.16394367415,7.027982171341042,68.58248942023337,7.0840000000000005,7.252000000000001,14.336000000000002,122.88849737163687,123.07001273285188,123.20083984730333,123.31754426686545,3.0,5.257225867684208,2400.0,1.0,55802.49057864119,0.0011389812939970215,146.9439834933429,38.79043166829875,-0.137824104167521
7330.0,36.965776286969394,27.205084387771567,-14.38824999476747,-15.431880892257785,-16.193179325004373,1.4832401609572545,1.5024389268050882,1.5024389268050882,-0.00011097552513198637,173.0,0.3986868808535784,1.8970958275058778e-05,125914.96714926069,83485.03285073931,7.027336471874317,68.59166617396109,7.0840000000000005,7.252000000000001,14.336000000000002,122.88255197737821,123.06399022429152,123.1947617371908,123.31141657389311,3.0,5.2571734654461535,2400.0,1.0,55802.49057864119,0.0011382574965035266,146.84723618477608,38.77453073137787,-0.13782410509884357
7335.0,36.96492781530618,27.20203540718349,-14.389287404536827,-15.43286725032082,-16.194128138668525,1.4827079899404398,1.5018843727387818,1.5018843727387818,-0.00011084614334301731,173.0,0.39878170551969794,1.8958910807650567e-05,125895.11086417525,83504.88913582475,7.026691525495203,68.60083334847718,7.0840000000000005,7.252000000000001,14.336000000000002,122.87660903100573,123.05797025429749,123.18868623108713,123.30529154330624,3.0,5.257121083897205,2400.0,1.0,55802.49057864119,0.001137534648459034,146.75061272526563,38.7586430581261,-0.13782410509884357
7340.0,36.96407860862359,27.1989876944482,-14.390324374073513,-15.433853189654368,-16.195076549676216,1.4821764217152407,1.5013304649526935,1.5013304649526935,-0.00011071701293325343,173.0,0.398876469987979,1.8946879134776378e-05,125875.2671845172,83524.7328154828,7.026047330739983,68.60999095197525,7.0840000000000005,7.252000000000001,14.336000000000002,122.87066852973831,123.05195281993893,123.18261332595105,123.29916917196708,3.0,5.2570687230130515,2400.0,1.0,55802.49057864119,0.0011368127480865828,146.6541128846169,38.742768632732066,-0.13782410346902907
7345.0,36.9632286674027,27.195941248108515,-14.391360903894835,-15.434838710750903,-16.19602455850117,1.4816454551419327,1.5007772021915975,1.5007772021915975,-0.00011058813323505667,173.0,0.39897117433732054,1.893486322689601e-05,125855.43609376508,83544.56390623492,7.025403886148828,68.61913899264195,7.0840000000000005,7.252000000000001,14.336000000000002,122.86473047079919,123.04593791828773,123.17654301874822,123.29304945674316,3.0,5.2570163827694225,2400.0,1.0,55802.49057864119,0.0011360917936137605,146.55773643322283,38.72690743941541,-0.13782410509884357
7350.0,36.962377992124445,27.192896066709626,-14.392396994517233,-15.435823814102092,-16.19697216561632,1.4811150890837386,1.5002245832036,1.5002245832036,-0.00011045950358301453,173.0,0.3990658186464737,1.8922863054538707e-05,125835.6175754284,83564.3824245716,7.024761190265787,68.6282774786571,7.0840000000000005,7.252000000000001,14.336000000000002,122.85879485141606,123.03992554642267,123.17047530644773,123.28693239450709,3.0,5.2569640631420835,2400.0,1.0,55802.49057864119,0.0011353717832723225,146.46148314201488,38.71105946241426,-0.13782410556450486
7355.0,36.96152658326951,27.189852148799055,-14.393432646456297,-15.43680850019878,-16.197919371493814,1.4805853224068126,1.4996726067401298,1.4996726067401298,-0.00011033112331397219,173.0,0.39916040299404265,1.8910878588310022e-05,125815.81161304747,83584.18838695253,7.024119241638771,68.63740641819358,7.0840000000000005,7.252000000000001,14.336000000000002,122.85286166882103,123.03391570142566,123.16441018602353,123.28081798213697,3.0,5.256911764106846,2400.0,1.0,55802.49057864119,0.0011346527152986013,146.36535278251574,38.695224685999534,-0.1378241037018597
7360.0,36.96067444131839,27.18680949292667,-14.39446786022676,-15.437792769530997,-16.19886617660502,1.4800561539802346,1.4991212715559246,1.4991212715559246,-0.000110202991766994,173.0,0.3992549274584847,1.8898909798886552e-05,125796.01819019331,83603.98180980669,7.02347803881954,68.64652581941732,7.0840000000000005,7.252000000000001,14.336000000000002,122.84693092025056,123.02790838038406,123.15834765445537,123.27470621651584,3.0,5.256859485639556,2400.0,1.0,55802.49057864119,0.001133934587933193,146.26934512679895,38.67940309446466,-0.1378241062629968
7365.0,36.959821566751394,27.183768097644673,-14.395502636342504,-15.438776622587957,-16.199812581420517,1.4795275826759984,1.4985705764090218,1.4985705764090218,-0.00011007510828337241,173.0,0.3993493921181106,1.888695665701881e-05,125776.23729046764,83623.76270953236,7.022837580363692,68.65563569048751,7.0840000000000005,7.252000000000001,14.336000000000002,122.84100260294548,123.02190358038862,123.15228770872844,123.26859709453208,3.0,5.2568072277161,2400.0,1.0,55802.49057864119,0.0011332173994211285,146.1734599475109,38.663594672131936,-0.13782410393469036
7370.0,36.95896796004862,27.1807279615076,-14.396536975316556,-15.439760059858079,-16.20075858641011,1.4789996073690042,1.498020520060747,1.498020520060747,-0.00010994747220660628,173.0,0.39944379705108535,1.8875019133528795e-05,125756.46889750272,83643.53110249728,7.022197864830649,68.66473603955639,7.0840000000000005,7.252000000000001,14.336000000000002,122.83507671415103,123.01590129853801,123.14623034583022,123.26249061307925,3.0,5.256754990312408,2400.0,1.0,55802.49057864119,0.0011325011480117276,146.0776970178522,38.64779940334782,-0.13782410533167422
7375.0,36.95811362168996,27.177689083072313,-14.397570877661096,-15.440743081828955,-16.201704192042822,1.4784722269370483,1.4974711012757023,1.4974711012757023,-0.00010982008288239302,173.0,0.39953814233542795,1.886309719931e-05,125736.71299496139,83663.28700503861,7.021558890783642,68.67382687476925,7.0840000000000005,7.252000000000001,14.336000000000002,122.82915325111681,123.0099015319326,123.14017556275567,123.256386769056,3.0,5.256702773404442,2400.0,1.0,55802.49057864119,0.0011317858319586,145.9820561115775,38.63201727248341,-0.13782410556450486
7380.0,36.95725855215512,27.174651460897994,-14.39860434388746,-15.441725688987374,-16.202649398786907,1.4779454402608134,1.4969223188217564,1.4969223188217564,-0.00010969293965862999,173.0,0.3996324280490121,1.885119082532892e-05,125716.96956653686,83683.03043346314,7.020920656789703,68.68290820426456,7.0840000000000005,7.252000000000001,14.336000000000002,122.8232322110968,123.00390427767775,123.13412335650578,123.2502855593662,3.0,5.25665057696821,2400.0,1.0,55802.49057864119,0.0011310714495197352,145.88653700300742,38.61624826393792,-0.13782410533167422
7385.0,36.95640275192358,27.17161509354614,-14.399637374506137,-15.44270788181933,-16.20359420710983,1.477419246223859,1.4963741714700327,1.4963741714700327,-0.00010956604188539778,173.0,0.39972665426956655,1.8839299982623527e-05,125697.23859595276,83702.76140404724,7.020283161419648,68.6919800361739,7.0840000000000005,7.252000000000001,14.336000000000002,122.81731359134925,122.99790953288534,123.12807372408187,123.24418698091888,3.0,5.2565984009797555,2400.0,1.0,55802.49057864119,0.0011303579989574116,145.7911394670165,38.60049236213597,-0.1378241046331823
7390.0,36.955546221474634,27.168579979580556,-14.400669970026772,-15.443689660810005,-16.2045386174783,1.4768936437126117,1.4958266579948987,1.4958266579948987,-0.00010943938891495374,173.0,0.3998208210746754,1.8827424642303455e-05,125677.52006696297,83722.47993303703,7.019646403248068,68.70104237862202,7.0840000000000005,7.252000000000001,14.336000000000002,122.81139738913679,122.9919172946702,123.12202666249468,123.23809103062811,3.0,5.256546245415161,2400.0,1.0,55802.49057864119,0.0011296454785382074,145.69586327903497,38.58474955152839,-0.13782410509884357
7395.0,36.95468896128738,27.16554611756736,-14.401702130958173,-15.444671026443777,-16.20548263035824,1.4763686316163585,1.4952797771739554,1.4952797771739554,-0.00010931298010171669,173.0,0.3999149285417787,1.8815564775548623e-05,125657.81396335154,83742.18603664846,7.01901038085331,68.71009523972673,7.0840000000000005,7.252000000000001,14.336000000000002,122.80548360172642,122.98592756015215,123.11598216875814,123.23199770541319,3.0,5.25649411025055,2400.0,1.0,55802.49057864119,0.0011289338865329173,145.6007082150376,38.56901981658972,-0.13782410486601293
7400.0,36.9538309718407,27.162513506074962,-14.4027338578083,-15.445651979204232,-16.20642624621481,1.4758442088272343,1.494733527788026,1.494733527788026,-0.00010918681480226423,173.0,0.40000897674817226,1.8803720353610125e-05,125638.12026893273,83761.87973106727,7.018375092817474,68.71913862759898,7.0840000000000005,7.252000000000001,14.336000000000002,122.79957222638937,122.9799403264567,123.10994023988994,123.22590700219851,3.0,5.256441995462083,2400.0,1.0,55802.49057864119,0.0011282232212166076,145.5056740515511,38.55330314182048,-0.13782410533167422
7405.0,36.95297225361329,27.15948214367407,-14.403765151084286,-15.446632519574154,-16.207369465512407,1.475320374240213,1.494187908621146,1.494187908621146,-0.00010906089237533541,173.0,0.40010296577100823,1.879189134781191e-05,125618.43896755087,83781.56103244913,7.017740537726393,68.72817255034298,7.0840000000000005,7.252000000000001,14.336000000000002,122.79366326040123,122.97395559071268,123.10390087291493,123.2198189179135,3.0,5.256389901025962,2400.0,1.0,55802.49057864119,0.0011275134808687145,145.41076056566675,38.53759951175104,-0.1378241046331823
7410.0,36.95211280708362,27.156452028937682,-14.404796011292424,-15.447612648035534,-16.208312288714648,1.4747971267531015,1.4936429184605513,1.4936429184605513,-0.00010893521218179088,173.0,0.4001968956872961,1.8780077729545246e-05,125598.77004308019,83801.22995691981,7.017106714169621,68.7371970160559,7.0840000000000005,7.252000000000001,14.336000000000002,122.78775670104189,122.96797335005459,123.09786406485969,123.21373344949276,3.0,5.256337826918423,2400.0,1.0,55802.49057864119,0.0011268046637727147,145.31596753499772,38.52190891093056,-0.13782410509884357
7415.0,36.95125263272999,27.153423160441086,-14.405826438938172,-15.44859236506956,-16.209254716284406,1.4742744652665263,1.4930985560966683,1.4930985560966683,-0.00010880977358463599,173.0,0.40029076657390195,1.876827947027395e-05,125579.11347942494,83820.88652057506,7.016473620740426,68.74621203282817,7.0840000000000005,7.252000000000001,14.336000000000002,122.7818525455955,122.96199360162029,123.09182981276058,123.20765059387583,3.0,5.256285773115743,2400.0,1.0,55802.49057864119,0.001126096768216437,145.22129473771955,38.50623132393822,-0.13782410603016615
7420.0,36.95039173103046,27.15039553676184,-14.406856434526162,-15.449571671156638,-16.210196748683778,1.4737523886839266,1.4925548203231034,1.4925548203231034,-0.00010868457594899903,173.0,0.4003845785075495,1.87564965415319e-05,125559.46926051914,83840.53073948086,7.0158412560357695,68.75521760874328,7.0840000000000005,7.252000000000001,14.336000000000002,122.77595079135052,122.95601634255328,123.0857981136548,123.20157034800748,3.0,5.256233739594241,2400.0,1.0,55802.49057864119,0.001125389792491914,145.12674195255076,38.490566735378366,-0.1378241078928113
7425.0,36.94953010246292,27.147369156479797,-14.407885998560191,-15.450550566776379,-16.2111383863741,1.4732308959115468,1.4920117099366315,1.4920117099366315,-0.00010855961864210804,173.0,0.4004783315648206,1.874472891492032e-05,125539.83737032657,83860.16262967343,7.015209618656303,68.76421375187799,7.0840000000000005,7.252000000000001,14.336000000000002,122.77005143559968,122.95004157000128,123.07976896458506,123.19549270883748,3.0,5.2561817263302695,2400.0,1.0,55802.49057864119,0.0011246837348952194,145.03230895873205,38.47491512987553,-0.1378241057973355
7430.0,36.94866774750505,27.14434401817705,-14.40891513154323,-15.451529052407604,-16.21207962981595,1.4727099858584216,1.4914692237371863,1.4914692237371863,-0.00010843490103332171,173.0,0.400572025822155,1.8732976562114353e-05,125520.21779284075,83879.78220715925,7.014578707206348,68.7732004703021,7.0840000000000005,7.252000000000001,14.336000000000002,122.76415447563996,122.94406928111698,123.07374236259919,123.18941767332056,3.0,5.25612973330022,2400.0,1.0,55802.49057864119,0.0011239785937268612,144.93799553607693,38.459276492088094,-0.13782410696148872
7435.0,36.9478046666343,27.141320120437985,-14.409943833977426,-15.452507128528344,-16.21302047946916,1.4721896574363746,1.49092736052785,1.49092736052785,-0.00010831042249407668,173.0,0.4006656613558508,1.8721239454855188e-05,125500.61051208484,83899.38948791516,7.01394852029389,68.78217777207853,7.0840000000000005,7.252000000000001,14.336000000000002,122.75825990877256,122.93809947305625,123.06771830475252,123.18334523841649,3.0,5.256077760480524,2400.0,1.0,55802.49057864119,0.0011232743672913114,144.84380146491094,38.44365080669259,-0.13782410672865808
7440.0,36.94694086032795,27.138297461849227,-14.410972106364097,-15.453484795615863,-16.21396093579279,1.471669909560003,1.490386119114841,1.490386119114841,-0.00010818618239790811,173.0,0.4007592382420656,1.870951756495492e-05,125481.01551211147,83918.98448788853,7.013319056530561,68.7911456652635,7.0840000000000005,7.252000000000001,14.336000000000002,122.75236773230296,122.93213214298274,123.06169678809866,123.17727540109023,3.0,5.256025807847652,2400.0,1.0,55802.49057864119,0.0011225710538972952,144.74972652610924,38.42803805839419,-0.13782410649582744
7445.0,36.94607632906307,27.135276040999674,-14.411999949203745,-15.45446205414662,-16.21490099924515,1.4711507411466729,1.489845498307507,1.489845498307507,-0.00010806218012042786,173.0,0.40085275655681574,1.869781086429396e-05,125461.43277700279,83938.56722299721,7.012690314531631,68.8001041579063,7.0840000000000005,7.252000000000001,14.336000000000002,122.74647794354088,122.9261672880617,123.05567780970038,123.17120815831161,3.0,5.2559738753781104,2400.0,1.0,55802.49057864119,0.0011218686518576376,144.6557705010766,38.41243823192157,-0.1378241057973355
7450.0,36.945211073316514,27.132255856480462,-14.413027362996049,-15.455438904596297,-16.21584067028381,1.4706321511165072,1.4893054969183104,1.4893054969183104,-0.00010793841503932446,173.0,0.40094621637597716,1.8686119324822284e-05,125441.86229087038,83958.13770912962,7.012062292915996,68.80905325804939,7.0840000000000005,7.252000000000001,14.336000000000002,122.74059053980027,122.92020490546285,123.0496613666283,123.16514350705536,3.0,5.255921963048443,2400.0,1.0,55802.49057864119,0.001121167159489337,144.56193317175692,38.39685131202996,-0.13782410672865808
7455.0,36.94434509356494,27.129236906884973,-14.414054348239869,-15.456415347439805,-16.216779949365584,1.4701141383923786,1.4887661137628208,1.4887661137628208,-0.00010781488653434777,173.0,0.40103961777528585,1.867444291855804e-05,125422.30403785514,83977.69596214486,7.011434990306161,68.81799297372838,7.0840000000000005,7.252000000000001,14.336000000000002,122.73470551839925,122.91424499236236,123.04364745595264,123.15908144430132,3.0,5.255870070835232,2400.0,1.0,55802.49057864119,0.0011204665751134823,144.46821432062256,38.38127728349865,-0.13782410696148872
