lambda_opt,improvement_pct,original_latent_heat_kJ_kg,improved_latent_heat_kJ_kg,original_total_latent_heat_kJ,improved_total_latent_heat_kJ,target_t15_s,target_t15_min,achieved_t15_s,achieved_t15_min,t15_error_s,t10_s,t10_min,T_core_at_t15_C,T_pcm_at_t15_C,pcm_phase_fraction_at_t15,skin_blood_flow_at_t15,max_abs_energy_balance_residual_J,solver_method,root_method,root_tolerance,relative_energy_balance_error,lambda_below_check,t15_below_check_s,below_check_feasible
28.352528404007945,2735.2528404007944,122.31288332079122,3467.8794985288423,55.80249057864119,1582.14169914531,44088.898052937904,734.8149675489651,44088.89805364736,734.8149675607893,7.094567990861833e-07,63382.634475055354,1056.3772412509227,26.51169912492529,-19.379422074908753,1.0,0.6101402865719295,6.505867436746485,RK45,brentq,1e-08,9.5480875385374e-07,28.352518404007945,44088.89682645677,False
