lambda_opt,improvement_pct,original_latent_heat_kJ_kg,improved_latent_heat_kJ_kg,original_total_latent_heat_kJ,improved_total_latent_heat_kJ,target_t15_s,target_t15_min,achieved_t15_s,achieved_t15_min,t15_error_s,t10_s,t10_min,T_core_at_t15_C,T_pcm_at_t15_C,pcm_phase_fraction_at_t15,skin_blood_flow_at_t15,max_abs_energy_balance_residual_J,solver_method,root_method,root_tolerance,relative_energy_balance_error,main_lambda,strict_refined_lambda,strict_refined_t15_s,delta_t15_vs_main_s,delta_t10_vs_main_s,delta_lambda_vs_main
28.352528404007945,2735.2528404007944,122.31288332079122,3467.8794985288423,55.80249057864119,1582.14169914531,44088.898052937904,734.8149675489651,44088.89465239927,734.8149108733212,-0.0034005386332864873,63382.631073420256,1056.3771845570043,26.511699124519357,-19.37942207491044,1.0,0.6101402865720607,0.04501865267525318,DOP853,brentq,1e-10,6.606994933293739e-09,28.352528404007945,28.35255607605922,44088.89805398338,-0.0034012480900855735,-0.003401635098271072,2.767205127440775e-05
